number of equals = 2057
number of contains = 361
Kind of Match	Subject	Relation	Object	Sentence	Context
Equal	http://dbpedia.org/resource/Michael_Kimmel	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Stony_Brook_University	In 2013, he founded the Center for the Study of Men and Masculinities at **Stony Brook University**, where he is Executive Director.	Michael Scott Kimmel (born February 26, 1951) is an American sociologist specializing in gender studies. He holds the position of Distinguished Professor of Sociology at the Stony Brook University in New York and is the founder and editor of the academic journal Men and Masculinities. Kimmel is a spokesperson of the National Organization for Men Against Sexism (NOMAS) and a longtime feminist. In 2013, he founded the Center for the Study of Men and Masculinities at Stony Brook University, where he is Executive Director.	
Equal	http://dbpedia.org/resource/John_Howard_Yoder	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Notre_Dame	He spent the latter part of his career teaching at the **University of Notre Dame**.	John Howard Yoder (December 29, 1927 – December 30, 1997) was an American theologian and ethicist best known for his defense of Christian pacifism. His most influential book was The Politics of Jesus, which was first published in 1972. Yoder was Mennonite and wrote from an Anabaptist perspective. He spent the latter part of his career teaching at the University of Notre Dame. In 1992 media reports emerged that Yoder had sexually abused women in preceding decades, with as many as over 50 complainants. The Anabaptist Mennonite Biblical Seminary acknowledged in a statement from 2014 that sexual abuse had taken place.	
Equal	http://dbpedia.org/resource/Gib_Shanley	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/WEWS-TV	Gib Shanley (August 6, 1931 – April 6, 2008) was an American sportscaster, most prominently known as sports director for ABC affiliate **WEWS-TV**, Channel 5 in Cleveland, Ohio, and as the longtime play-by-play announcer for the Cleveland Browns of the National Football League (NFL).	Gib Shanley (August 6, 1931 – April 6, 2008) was an American sportscaster, most prominently known as sports director for ABC affiliate WEWS-TV, Channel 5 in Cleveland, Ohio, and as the longtime play-by-play announcer for the Cleveland Browns of the National Football League (NFL).	
Equal	http://dbpedia.org/resource/George_Page_(television_presenter)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/WNET	He was also the director of Science and Natural History Programming at the PBS station Thirteen/**WNET**.	George Henson Page (31 March 1935 – 28 June 2006) was an American television host, known for his love for nature and his unique and mellifluous voice. He created the PBS series Nature, and hosted and narrated it from its beginning in 1982 until his retirement in 1998. He was also the director of Science and Natural History Programming at the PBS station Thirteen/WNET. Before his time with PBS, Page had a long career in broadcast journalism, mostly at NBC. In 1990, Emory University, the school Page had graduated from in 1957, awarded him with the honorary degree Doctor of Humane Letters, citing his "contributions to science education in the United States". In May 1995, Page was awarded another honorary degree from Pace University, for helping television viewers "understand and celebrate in all its diversity the world in which we live." George Page died June 28, 2006 in Equinunk, Pennsylvania. Page also wrote the book Inside the Animal Mind, published in 1999.	
Equal	http://dbpedia.org/resource/Linda_Stouffer	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/WSB-TV	She currently co-anchors the early morning news broadcasts on **WSB-TV** 2, Atlanta, Georgia.	Cinnamon Linda Stouffer (born August 5, 1970) is an American television news correspondent. She currently co-anchors the early morning news broadcasts on WSB-TV 2, Atlanta, Georgia.	
Equal	http://dbpedia.org/resource/Roger_Gibbs	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Wellcome_Trust	Sir Roger Geoffrey Gibbs (born 13 October 1934) is a retired financier and who has held senior positions on the board of directors of Arsenal Football Club, the **Wellcome Trust** and Fleming Family & Partners.	Sir Roger Geoffrey Gibbs (born 13 October 1934) is a retired financier and who has held senior positions on the board of directors of Arsenal Football Club, the Wellcome Trust and Fleming Family & Partners.	
Equal	http://dbpedia.org/resource/Charles_A._Reich	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Yale_Law_School	Charles A. Reich (born May 20, 1928) is an American legal and social scholar as well as writer who was a Professor at **Yale Law School** when he wrote the 1970 paean to the 1960s counterculture and youth movement, The Greening of America.	Charles A. Reich (born May 20, 1928) is an American legal and social scholar as well as writer who was a Professor at Yale Law School when he wrote the 1970 paean to the 1960s counterculture and youth movement, The Greening of America. Excerpts of the book first appeared in The New Yorker, and its seismic reception there helped the book to leading The New York Times Best Seller list.	
Equal	http://dbpedia.org/resource/Christine_Lund	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KABC-TV	Christine Lund, also known as Christine Lundstedt (born November 25, 1943 in Sweden) is a former popular Los Angeles news anchor for **KABC-TV** from the early 1970s to the late 1990s and consistently garnered high ratings.	Christine Lund, also known as Christine Lundstedt (born November 25, 1943 in Sweden) is a former popular Los Angeles news anchor for KABC-TV from the early 1970s to the late 1990s and consistently garnered high ratings.	
Equal	http://dbpedia.org/resource/Peter_Bergman_(comedian)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KPFK	According to Bergman, "I started July 24th, 1966 on **KPFK** ... I had some very interesting people around me, which those folks became The Firesign Theatre: David Ossman was connected with the station, Phil Austin was connected with the station, and Phil Proctor came out to do a show and we connected in LA and that was really the genesis of that whole happening."	Peter Paul Bergman (November 29, 1939 – March 9, 2012) was an American writer and comedian, best known as a member of The Firesign Theatre. He played Lt. Bradshaw in the Nick Danger series. He was born in Cleveland, Ohio. The Firesign Theatre was formed as a result of Bergman's show Radio Free Oz on KPFK. According to Bergman, "I started July 24th, 1966 on KPFK ... I had some very interesting people around me, which those folks became The Firesign Theatre: David Ossman was connected with the station, Phil Austin was connected with the station, and Phil Proctor came out to do a show and we connected in LA and that was really the genesis of that whole happening." Bergman also coined the word "love-in" in 1967, and organized the first such event in April 1967 in Los Angeles. Bergman was a graduate of Yale University and taught economics there as a Carnegie Fellow. As an undergraduate, he contributed to campus humor magazine The Yale Record. He also attended the Yale School of Drama as a Eugene O'Neill Playwriting Fellow and was a Woodrow Wilson Scholar. He worked with Tom Stoppard, Derek Marlowe, Piers Paul Read, and Spike Milligan. Stage versions of Don't Crush That Dwarf, Hand Me The Pliers, The Further Adventures of Nick Danger, Third Eye, Waiting For The Electrician, or Someone Like Him, and Temporarily Humboldt County are published by Broadway Play Publishing Inc.	
Contains	http://dbpedia.org/resource/Larry_McCormick_(TV)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KTLA	Lawrence William "Larry" McCormick (February 3, 1933 – August 27, 2004) was an American television actor, reporter and news anchor, most notably working for Los Angeles television station **KTLA**-TV.	Lawrence William "Larry" McCormick (February 3, 1933 – August 27, 2004) was an American television actor, reporter and news anchor, most notably working for Los Angeles television station KTLA-TV.	
Equal	http://dbpedia.org/resource/Bill_Williams_(journalist)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/WBIR-TV	Bill Williams (born, March 30, 1934) is an American television journalist, currently working for **WBIR-TV** as Anchor Emeritus and special reporter.	Bill Williams (born, March 30, 1934) is an American television journalist, currently working for WBIR-TV as Anchor Emeritus and special reporter. He has worked for WBIR since 1977.	
Equal	http://dbpedia.org/resource/Roger_Sutton	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Canterbury_Earthquake_Recovery_Authority	He was chief executive of power lines company Orion New Zealand Limited from 2003 until 13 June 2011, when he commenced as CEO of the **Canterbury Earthquake Recovery Authority**.	Roger Sutton (born 1964/1965 (age 51–52)) is a business leader in Christchurch, New Zealand. He was chief executive of power lines company Orion New Zealand Limited from 2003 until 13 June 2011, when he commenced as CEO of the Canterbury Earthquake Recovery Authority. He resigned in 2014 after being found guilty of serious misconduct by the State Services Commission.	
Equal	http://dbpedia.org/resource/Leonard_Parkin	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/ITN	Between 1976 and 1987 he was, along with Peter Sissons, one of the main presenters for **ITN**'s News at One, and often hosted the News at 5:45 between 1979 and 1987.	Leonard Parkin (2 June 1929 – 20 September 1993) was a British TV journalist and newscaster who worked for both the BBC and ITN. Born in Thurnscoe, West Riding of Yorkshire, he was educated at Hemsworth Grammar School, Yorkshire. He worked as a reporter on the BBC's Panorama for many years before joining ITN, initially as a reporter but later as a newscaster for ITV's main early evening bulletins in the 1970s. In November 1963, he was deputy correspondent for the BBC in Washington and his Radio Newsreel report on the assassination of John F. Kennedy is a historic recording. Between 1976 and 1987 he was, along with Peter Sissons, one of the main presenters for ITN's News at One, and often hosted the News at 5:45 between 1979 and 1987. He occasionally presented News at Ten. Parkin was one of the most popular newsreaders ever to work for ITN, and, like his former co-host of the News at 5:45 Michael Nicholson, he became renowned for his cheerful and friendly disposition. He always began the News at One by saying "hello, good afternoon.." then reading the headlines. During school holidays, he would also make a point of welcoming younger viewers at the start of the News at One. When he presented News at 5:45 on 24 October 1979, he was the first ITN newscaster to be seen on ITV following the conclusion of the ITV strike of August–October 1979. During the Falklands War of 1982, Parkin temporarily replaced Michael Nicholson as main presenter of the News at 5:45, and broke to the UK the news that the ARA General Belgrano had been sunk in a controversial incident during the Falklands War. He and Michael Nicholson provided a detailed report of this incident. He left ITN in 1987, returning to his native Yorkshire to make a series of documentaries about the county for Yorkshire Television, entitled Pieces of Parkin. A Freemason, Parkin was a member of a Lodge which met at The Cloisters in Letchworth Garden City. Leonard died of cancer of the spine, in Scarborough, on 20 September 1993.	
Equal	http://dbpedia.org/resource/Leonard_Parkin	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/ITN	He left **ITN** in 1987, returning to his native Yorkshire to make a series of documentaries about the county for Yorkshire Television, entitled Pieces of Parkin.	Leonard Parkin (2 June 1929 – 20 September 1993) was a British TV journalist and newscaster who worked for both the BBC and ITN. Born in Thurnscoe, West Riding of Yorkshire, he was educated at Hemsworth Grammar School, Yorkshire. He worked as a reporter on the BBC's Panorama for many years before joining ITN, initially as a reporter but later as a newscaster for ITV's main early evening bulletins in the 1970s. In November 1963, he was deputy correspondent for the BBC in Washington and his Radio Newsreel report on the assassination of John F. Kennedy is a historic recording. Between 1976 and 1987 he was, along with Peter Sissons, one of the main presenters for ITN's News at One, and often hosted the News at 5:45 between 1979 and 1987. He occasionally presented News at Ten. Parkin was one of the most popular newsreaders ever to work for ITN, and, like his former co-host of the News at 5:45 Michael Nicholson, he became renowned for his cheerful and friendly disposition. He always began the News at One by saying "hello, good afternoon.." then reading the headlines. During school holidays, he would also make a point of welcoming younger viewers at the start of the News at One. When he presented News at 5:45 on 24 October 1979, he was the first ITN newscaster to be seen on ITV following the conclusion of the ITV strike of August–October 1979. During the Falklands War of 1982, Parkin temporarily replaced Michael Nicholson as main presenter of the News at 5:45, and broke to the UK the news that the ARA General Belgrano had been sunk in a controversial incident during the Falklands War. He and Michael Nicholson provided a detailed report of this incident. He left ITN in 1987, returning to his native Yorkshire to make a series of documentaries about the county for Yorkshire Television, entitled Pieces of Parkin. A Freemason, Parkin was a member of a Lodge which met at The Cloisters in Letchworth Garden City. Leonard died of cancer of the spine, in Scarborough, on 20 September 1993.	
Equal	http://dbpedia.org/resource/Leonard_Parkin	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/ITN	Leonard Parkin (2 June 1929 – 20 September 1993) was a British TV journalist and newscaster who worked for both the BBC and **ITN**.	Leonard Parkin (2 June 1929 – 20 September 1993) was a British TV journalist and newscaster who worked for both the BBC and ITN. Born in Thurnscoe, West Riding of Yorkshire, he was educated at Hemsworth Grammar School, Yorkshire. He worked as a reporter on the BBC's Panorama for many years before joining ITN, initially as a reporter but later as a newscaster for ITV's main early evening bulletins in the 1970s. In November 1963, he was deputy correspondent for the BBC in Washington and his Radio Newsreel report on the assassination of John F. Kennedy is a historic recording. Between 1976 and 1987 he was, along with Peter Sissons, one of the main presenters for ITN's News at One, and often hosted the News at 5:45 between 1979 and 1987. He occasionally presented News at Ten. Parkin was one of the most popular newsreaders ever to work for ITN, and, like his former co-host of the News at 5:45 Michael Nicholson, he became renowned for his cheerful and friendly disposition. He always began the News at One by saying "hello, good afternoon.." then reading the headlines. During school holidays, he would also make a point of welcoming younger viewers at the start of the News at One. When he presented News at 5:45 on 24 October 1979, he was the first ITN newscaster to be seen on ITV following the conclusion of the ITV strike of August–October 1979. During the Falklands War of 1982, Parkin temporarily replaced Michael Nicholson as main presenter of the News at 5:45, and broke to the UK the news that the ARA General Belgrano had been sunk in a controversial incident during the Falklands War. He and Michael Nicholson provided a detailed report of this incident. He left ITN in 1987, returning to his native Yorkshire to make a series of documentaries about the county for Yorkshire Television, entitled Pieces of Parkin. A Freemason, Parkin was a member of a Lodge which met at The Cloisters in Letchworth Garden City. Leonard died of cancer of the spine, in Scarborough, on 20 September 1993.	
Equal	http://dbpedia.org/resource/Sandy_Gall	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/ITN	Henderson Alexander "Sandy" Gall, CMG, CBE (born 1 October 1927), is a Scottish journalist, author, and former **ITN** news presenter whose career as a journalist has spanned more than 50 years.	Henderson Alexander "Sandy" Gall, CMG, CBE (born 1 October 1927), is a Scottish journalist, author, and former ITN news presenter whose career as a journalist has spanned more than 50 years.	
Equal	http://dbpedia.org/resource/Pat_Kenny	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/UTV_Ireland	Patrick "Pat" Kenny is a veteran Irish broadcaster, who currently hosts The Pat Kenny Show on Newstalk and Pat Kenny in the Round on **UTV Ireland**.	Patrick "Pat" Kenny is a veteran Irish broadcaster, who currently hosts The Pat Kenny Show on Newstalk and Pat Kenny in the Round on UTV Ireland. Prior to this, Kenny had a 41 year high-profile career at RTÉ, in which he was their highest paid presenter for several years. He presented radio show Today with Pat Kenny on RTÉ Radio 1 each weekday morning between 10:00 and midday until 2013. He hosted The Late Late Show from September 1999 until May 2009, however returned as a stand-in host in January 2013.He presented the current affairs programme, The Frontline, each Monday night from 2009 until its axing in 2013. He was the co-host of Eurovision Song Contest 1988, as well as numerous other television shows, including Today Tonight, Saturday Live and Kenny Live, and has worked for both RTÉ Radio 1 and RTÉ 2fm, sometimes simultaneously, in a career that has spanned five decades. He is the holder of a Jacob's Award and was perennially cited as the highest paid employee in RTÉ's possession. He was named 23rd most influential person of 2009 by the magazine Village.	
Equal	http://dbpedia.org/resource/John_Laws	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/2SM	Despite retiring in 2007, Laws' management confirmed in November 2010 that he would be returning to radio in February 2011, as the host of a morning programme on **2SM** and the Super Radio Network.	Richard John Sinclair Laws, CBE (born 8 August 1935), an Australian radio presenter, sometimes known as Lawsie, was from the 1970s until his retirement in 2007, the host of a hugely successful morning radio program, which mixed music with interviews, opinion, live advertising readings and listener talkback. His distinctive voice earned him the nickname the Golden Tonsils. Despite retiring in 2007, Laws' management confirmed in November 2010 that he would be returning to radio in February 2011, as the host of a morning programme on 2SM and the Super Radio Network.	
Equal	http://dbpedia.org/resource/Hiroshi_Naka	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Production_Baobab	Hiroshi Naka (中 博史 Naka Hiroshi, born November 19, 1960) is a Japanese voice actor affiliated with **Production Baobab**.	Hiroshi Naka (中 博史 Naka Hiroshi, born November 19, 1960) is a Japanese voice actor affiliated with Production Baobab. He is originally from Ōita Prefecture.	
Equal	http://dbpedia.org/resource/Eddie_Teare	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Isle_of_Man_Bank	He worked for the **Isle of Man Bank** from 1965 to 2004, rising to the Risk Manager and Senior Relationship Manager.	William Edward "Eddie" Teare, MHK (born 10 May 1948) is a Manx politician, who is the Minister of the Treasury and current member of the House of Keys for Ayre. He was first elected to the House at the 2004 by election. He was educated at Ramsey Grammar School. He is an Associate of the Chartered Institute of Bankers and has a distinction in the Finance of Foreign Trade. He worked for the Isle of Man Bank from 1965 to 2004, rising to the Risk Manager and Senior Relationship Manager. He has also worked as a Conveyancing Manager at Laurence Keenan Advocates.	
Equal	http://dbpedia.org/resource/T._Christian_Miller	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/ProPublica	T. Christian Miller is an investigative reporter, author, and war correspondent for **ProPublica**.	T. Christian Miller is an investigative reporter, author, and war correspondent for ProPublica. He has focused on how multinational corporations operate in foreign countries, documenting human rights and environmental abuses. Miller has covered four wars — Kosovo, Colombia, Israel and the West Bank, and Iraq. He also covered the 2000 presidential campaign. He is a known for his work in the field of computer-assisted reporting and was awarded a Knight Fellowship at Stanford University in 2012 to study innovation in journalism. In 2016, Miller was awarded the Pulitzer Prize for Explanatory Journalism with Ken Armstrong of The Marshall Project.	
Equal	http://dbpedia.org/resource/Geoffrey_Munn	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Wartski	Geoffrey Munn has also written a history of his firm called "**Wartski**- The First One Hundred and Fifty Years" (Antique Collectors' Club 2015).	Geoffrey Charles Munn, OBE, FSA, FLS, FRSA (born in Hastings on 11 April 1953) is a British jewellery specialist, television presenter and writer. He is best known as one of the experts on the BBC's Antiques Roadshow. However, his first television appearance was in 1963 when he, and his brother, Roger Munn, featured with their pet fox cubs on Johnny Morris's Animal Magic. He was brought up in Henfield in Sussex and educated at Shoreham College and Steyning Grammar School. Now Munn is the managing director of London jewellers Wartski, where he has worked since the age of 19; his specialisation is 19th-century precious metalwork and Fabergé. Wartski are jewellers by appointment to HM the Queen and HRH the Prince of Wales. The firm made the Welsh gold wedding rings for the Prince of Wales and Camilla Parker Bowles, and Catherine Middleton when she married Prince William in 2011. Munn has a keen interest in every aspect of history and has acquired a collection of ancient flint tools discovered in the Southwold area of Suffolk. Munn has appeared in several television sequences of "mudlarking" in the Thames at Westminster. Munn is fascinated by both literature and art and has written a number of books, including Southwold, an Earthly Paradise, a pictorial history of his home town. (Antique Collectors' Club 2006). He has written on the drawings of D G Rossetti and JMW Turner. In July 2014 Munn conducted the first in a series called Tate Britain BP Walks Through British Art in which there was an emphasis on jewellery and botanical decoration from the Renaissance to the present day. Munn has curated many exhibitions, including Tiaras at the Victoria and Albert Museum in 2002. He is a Fellow of the Society of Antiquaries, the Linnean Society of London and The Royal Society of Arts. Munn is a Freeman of the City of London and is Fourth Warden of the Worshipful Company of Goldsmiths. He is also a member of the Garrick Club, The Arts Club, the Chelsea Arts Club and the Sailor's Reading Room, Southwold. Munn is the author of several books about jewellery including Castellani and Giuliano: revivalist jewellers of the nineteenth century (Office du Livre 1984), Artist's Jewellery; Pre-Raphaelite to Arts and Crafts with Charlotte Gere (Antique Collectors' Club 1989), The Triumph of Love: jewellery 1530-1930 (Thames and Hudson 1993), Tiaras: a history of splendour (Antique Collectors' Club, 2003). Geoffrey Munn has also written a history of his firm called "Wartski- The First One Hundred and Fifty Years" (Antique Collectors' Club 2015). He has also made a survey of work of the contemporary Italian jeweller and goldsmith Giovanni Corvaja. In 2007 Munn played himself in Joe's Palace a film by Stephen Poliakoff. In Who's Who he lists his recreations as "mudlarking", metal detecting, Bonsai, running, cycling, cooking, museums and art galleries. Munn is an Ambassador for the Samaritans and patron of the Lowestoft branch; he ran the Flora London Marathon for the charity in 2009 raising £80,000 in sponsorship. Munn is also an Ambassador for the charity Pancreatic Cancer UK and patron of both The Brain Tumour Charity and Sotterley Chapel Preservation Trust. He was appointed Officer of the Order of the British Empire (OBE) in the 2012 New Year Honours for services to charity in the United Kingdom.	
Equal	http://dbpedia.org/resource/Geoffrey_Munn	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Wartski	Now Munn is the managing director of London jewellers **Wartski**, where he has worked since the age of 19; his specialisation is 19th-century precious metalwork and Fabergé.	Geoffrey Charles Munn, OBE, FSA, FLS, FRSA (born in Hastings on 11 April 1953) is a British jewellery specialist, television presenter and writer. He is best known as one of the experts on the BBC's Antiques Roadshow. However, his first television appearance was in 1963 when he, and his brother, Roger Munn, featured with their pet fox cubs on Johnny Morris's Animal Magic. He was brought up in Henfield in Sussex and educated at Shoreham College and Steyning Grammar School. Now Munn is the managing director of London jewellers Wartski, where he has worked since the age of 19; his specialisation is 19th-century precious metalwork and Fabergé. Wartski are jewellers by appointment to HM the Queen and HRH the Prince of Wales. The firm made the Welsh gold wedding rings for the Prince of Wales and Camilla Parker Bowles, and Catherine Middleton when she married Prince William in 2011. Munn has a keen interest in every aspect of history and has acquired a collection of ancient flint tools discovered in the Southwold area of Suffolk. Munn has appeared in several television sequences of "mudlarking" in the Thames at Westminster. Munn is fascinated by both literature and art and has written a number of books, including Southwold, an Earthly Paradise, a pictorial history of his home town. (Antique Collectors' Club 2006). He has written on the drawings of D G Rossetti and JMW Turner. In July 2014 Munn conducted the first in a series called Tate Britain BP Walks Through British Art in which there was an emphasis on jewellery and botanical decoration from the Renaissance to the present day. Munn has curated many exhibitions, including Tiaras at the Victoria and Albert Museum in 2002. He is a Fellow of the Society of Antiquaries, the Linnean Society of London and The Royal Society of Arts. Munn is a Freeman of the City of London and is Fourth Warden of the Worshipful Company of Goldsmiths. He is also a member of the Garrick Club, The Arts Club, the Chelsea Arts Club and the Sailor's Reading Room, Southwold. Munn is the author of several books about jewellery including Castellani and Giuliano: revivalist jewellers of the nineteenth century (Office du Livre 1984), Artist's Jewellery; Pre-Raphaelite to Arts and Crafts with Charlotte Gere (Antique Collectors' Club 1989), The Triumph of Love: jewellery 1530-1930 (Thames and Hudson 1993), Tiaras: a history of splendour (Antique Collectors' Club, 2003). Geoffrey Munn has also written a history of his firm called "Wartski- The First One Hundred and Fifty Years" (Antique Collectors' Club 2015). He has also made a survey of work of the contemporary Italian jeweller and goldsmith Giovanni Corvaja. In 2007 Munn played himself in Joe's Palace a film by Stephen Poliakoff. In Who's Who he lists his recreations as "mudlarking", metal detecting, Bonsai, running, cycling, cooking, museums and art galleries. Munn is an Ambassador for the Samaritans and patron of the Lowestoft branch; he ran the Flora London Marathon for the charity in 2009 raising £80,000 in sponsorship. Munn is also an Ambassador for the charity Pancreatic Cancer UK and patron of both The Brain Tumour Charity and Sotterley Chapel Preservation Trust. He was appointed Officer of the Order of the British Empire (OBE) in the 2012 New Year Honours for services to charity in the United Kingdom.	
Contains	http://dbpedia.org/resource/Gary_P._Brinson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/UBS	Prior to retiring in 2000, Brinson would run the asset management division of Swiss Bank Corporation and later **UBS** Global Asset Management.	Gary P. Brinson is a former investor and money manager. He is the founder of Brinson Partners a Chicago-based asset management firm acquired in 1994 by Swiss Bank Corporation, the predecessor of UBS. Prior to retiring in 2000, Brinson would run the asset management division of Swiss Bank Corporation and later UBS Global Asset Management. He is the co-author of two books on global investing and has authored numerous articles on an array of investment topics. Brinson has been called one of the investment field's "Living Legends" alongside investors such as George Russell, Jr., Warren Buffett, and Bill Gross.	
Equal	http://dbpedia.org/resource/Gary_P._Brinson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/UBS	Prior to retiring in 2000, Brinson would run the asset management division of Swiss Bank Corporation and later **UBS** Global Asset Management.	Gary P. Brinson is a former investor and money manager. He is the founder of Brinson Partners a Chicago-based asset management firm acquired in 1994 by Swiss Bank Corporation, the predecessor of UBS. Prior to retiring in 2000, Brinson would run the asset management division of Swiss Bank Corporation and later UBS Global Asset Management. He is the co-author of two books on global investing and has authored numerous articles on an array of investment topics. Brinson has been called one of the investment field's "Living Legends" alongside investors such as George Russell, Jr., Warren Buffett, and Bill Gross.	
Equal	http://dbpedia.org/resource/Paul_Barnes_(journalist)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Sky_Sports_News_Radio	After five months at the BBC in Leeds, he moved to **Sky Sports News Radio** as a reporter and producer.	Paul Barnes is a Scottish broadcast journalist, television presenter and producer. He is currently the Sports Editor & presenter for the East Central Scotland edition of STV News at Six. Paul's work entails presenting the sports section of the programme - both in studio and on location. He reports regularly on a number of different sports including football, rugby, golf, tennis and cricket. Barnes graduated from the University of Strathclyde with an Honours Degree in Marketing in 2006. Then in 2011, he graduated from Glasgow Caledonian University with a master's degree in Multimedia Journalist. Paul started his media career at BBC Yorkshire and Lincolnshire in January 2012, where he worked on the football highlights show Late Kick Off - writing, presenting, producing and editing feature packages for the programme. After five months at the BBC in Leeds, he moved to Sky Sports News Radio as a reporter and producer. In October 2012, he returned to Scotland to work on programmes made by BBC Sport Scotland, including Sportscene. From February until May 2013, he split his time between Glasgow and Leeds, making a brief return to BBC Yorkshire and Lincolnshire's Late Kick Off. He left BBC Scotland in September 2013, to take up the role of Sports Editor & presenter for STV News in the STV East region.	
Equal	http://dbpedia.org/resource/Perry_Rotella	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Verisk_Analytics	Perry Francis Rotella (born May 28, 1963) is an American businessman and the current senior vice president, supply chain group executive and Chief Information Officer of **Verisk Analytics**, a Jersey City, New Jersey-based corporation.	Perry Francis Rotella (born May 28, 1963) is an American businessman and the current senior vice president, supply chain group executive and Chief Information Officer of Verisk Analytics, a Jersey City, New Jersey-based corporation. Rotella has held multiple information technology executive positions with different large American companies. He also serves as the elected president of the New York Metro chapter of the Society for Information Management, as a member of the governing body of InfoWorld's Tri-State CIO Forum, and as a mentor in Columbia University's Executive Master of Science in Technology Management program. According to a Verisk press release, he is responsible for overseeing the development and implementation of information technology initiatives such as systems for managing risk and fraud for mortgage, healthcare, insurance, and human resources companies as well as governments.	
Equal	http://dbpedia.org/resource/Matt_Smith_(broadcaster)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BT_Sport	He currently presents some of **BT Sport**'s European football coverage and sports news bulletins on BBC News.	Matt Smith (born 1967) is a British broadcaster, who worked with ITV Sport between 2001-2015. He currently presents some of BT Sport's European football coverage and sports news bulletins on BBC News.	
Equal	http://dbpedia.org/resource/John_Frankel_(financier)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Ff_Venture_Capital	John is the founding partner at ff Venture Capital, a New York-based, seed stage investment firm.	John F. Frankel, known as John Frankel, is a British venture capitalist, author and speaker. John is the founding partner at ff Venture Capital, a New York-based, seed stage investment firm.	
Equal	http://dbpedia.org/resource/Harry_Julian_Allen	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Ames_Research_Center	Harry Julian Allen (1 April 1910 – 29 January 1977), also known as Harvey Allen, was an aeronautical engineer and a Director of the NASA **Ames Research Center**, most noted for his "Blunt Body Theory" of re-entry aerodynamics which permitted successful recovery of orbiting spacecraft.	Harry Julian Allen (1 April 1910 – 29 January 1977), also known as Harvey Allen, was an aeronautical engineer and a Director of the NASA Ames Research Center, most noted for his "Blunt Body Theory" of re-entry aerodynamics which permitted successful recovery of orbiting spacecraft. His technique is still used to this day.	
Equal	http://dbpedia.org/resource/Brian_Fitzgerald_(academic)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Australian_Catholic_University	Fitzgerald was a specialist research professor at the Queensland University of Technology (QUT) until February 2012, when he became the inaugural Executive Dean of Law at the **Australian Catholic University**'s Faculty of Law and Business.	Brian Fitzgerald is an Australian legal academic and barrister. He is an intellectual property and information technology/internet lawyer who has pioneered the teaching of internet/cyber law in Australia. Fitzgerald was a specialist research professor at the Queensland University of Technology (QUT) until February 2012, when he became the inaugural Executive Dean of Law at the Australian Catholic University's Faculty of Law and Business.	
Contains	http://dbpedia.org/resource/Jonas_Rivera	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Pixar	He produced the **Pixar** film Up (2009) and is an alumnus of San Francisco State University who has worked with **Pixar** Animation Studios since 1994.	Jonas Rivera is an American producer. He produced the Pixar film Up (2009) and is an alumnus of San Francisco State University who has worked with Pixar Animation Studios since 1994.	
Equal	http://dbpedia.org/resource/John_Henry_Livingston	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Rutgers_University	John Henry Livingston (May 30, 1746—January 25, 1825) was the fourth President of Queen's College (now **Rutgers University**), serving from 1810 until his death in 1825.	John Henry Livingston (May 30, 1746—January 25, 1825) was the fourth President of Queen's College (now Rutgers University), serving from 1810 until his death in 1825.	
