623	Zbigniew Brzezinski	Children	Mark Brzezinski	Abstract	0	Mark Brzezinski	exact	Brzezinski is currently Robert E. Osgood Professor of American Foreign Policy at Johns Hopkins University's School of Advanced International Studies, a scholar at the Center for Strategic and International Studies, and a member of various boards and councils. He appears frequently as an expert on the PBS program The NewsHour with Jim Lehrer, ABC News' This Week with Christiane Amanpour, and on MSNBC's Morning Joe, where his daughter, Mika Brzezinski, is co-anchor. In recent years, he has been a supporter of the Prague Process. His son, Mark Brzezinski	http://nif.dbpedia.org/wiki/en/Zbigniew_Brzezinski?dbpv=2016-10&nif=phrase&char=1794,1809
623	Zbigniew Brzezinski	Children	Mark Brzezinski	Section	1.6	Mark Brzezinski	exact	Brzezinski is married to Czech-American sculptor Emilie Benes (grand-niece of the second Czechoslovak president, Edvard Beneš), with whom he has three children. His son, Mark Brzezinski	http://nif.dbpedia.org/wiki/en/Zbigniew_Brzezinski?dbpv=2016-10&nif=phrase&char=21332,21347
625	Queen Hemas	Children	Princess Mangkubumi	Section	1.1	Princess Mangkubumi	exact	Every year Tatiek's family has the family tradition to go to her grandfather's house in Soronatan Yogyakarta. The grandfather was a retired palace official. In late 1960s, Tatiek met the oldest son of the late reigning Sultan Hamengkubuwono IX, Herjuno Darpito, who, later on, succeeded his father as Sultan Hamengkubuwono X. At the age of 19 Hemas was married to Herjuno Darpito (6 years older) and left her study in the university. Her name was changed for the first time as Bandara Raden Ayu Mangkubumi, before finally was changed to Gusti Kanjeng Ratu Hemas when Herjuno Darpito ascend the throne and became Sri Sultan Hamengkubuwono X. Her marriage was blessed with five children; Princess Mangkubumi	http://nif.dbpedia.org/wiki/en/Queen_Hemas?dbpv=2016-10&nif=phrase&char=1507,1526
626	Antonio Stradivari	Children	Omobono Stradivari	Section	1.2	Omobono Stradivari	exact	Stradivari married his first wife, Francesca Ferraboschi, on 4 July 1667. Francesca was the young widow of the burgher Giacomo Capra, with whom she had two children. Francesca's brother had shot Giacomo with a crossbow on the Piazza Garibaldi (formerly the Piazza Santa Agata) in 1664. He was later exiled, though allowed to return to Cremona many years later. After their marriage, Stradivari moved into a house known as the Casa del Pescatore, or the Casa Nuziale, in his wife's parish. A clue to how they would have met lies in the 1659 Easter census, which lists the Ferraboschi family four houses away from the Amati residence. The couple had a daughter, Giulia Maria, three to four months later. They remained in the house until 1680, during which time they had four more children: Catterina, Francesco, Alessandro, and Omobono Stradivari	http://nif.dbpedia.org/wiki/en/Antonio_Stradivari?dbpv=2016-10&nif=phrase&char=5258,5276
628	Kateb Yacine	Children	Amazigh Kateb	Section	1	Amazigh Kateb	exact	Kateb Yacine is the father of three children, Hans, Nadia and Amazigh Kateb	http://nif.dbpedia.org/wiki/en/Kateb_Yacine?dbpv=2016-10&nif=phrase&char=7132,7145
629	Fazil (director)	Children	Fahadh Faasil	Section	3	Fahadh Faasil	exact	Fazil is married to Rosina. The couple have two sons, Fahadh Faasil	http://nif.dbpedia.org/wiki/en/Fazil_(director)?dbpv=2016-10&nif=phrase&char=2138,2151
631	Saba Waseem Abbas	Children	Meesha Shafi	Section	3	Meesha Shafi	exact	Hameed was previously married to Syed Pervaiz Shafi, with whom she had two children, daughter, actress and singer Meesha Shafi	http://nif.dbpedia.org/wiki/en/Saba_Waseem_Abbas?dbpv=2016-10&nif=phrase&char=575,587
632	Michael Kocáb	Children	Natálie Kocábová	Section	1	Natálie Kocábová	exact	Natálie Kocábová	http://nif.dbpedia.org/wiki/en/Michael_Kocáb?dbpv=2016-10&nif=phrase&char=1878,1894
633	Clint Eastwood	Children	Alison Eastwood	Section	3.1	Alison Eastwood	exact	According to biographer Patrick McGilligan, Eastwood had many other affairs, including with co-stars Inger Stevens (Hang 'Em High), Jean Seberg (Paint Your Wagon) and Jo Ann Harris (The Beguiled), as well as actresses Jill Banner, Catherine Deneuve, and Susan St. James, columnist Bridget Byrne, competitive swimmer Anita Lhoest, and singer Keely Smith during his marriage to Johnson, who, after a trial separation and lingering bout of hepatitis in the mid-1960s, expressed her desire to reconcile and start a family. They had two children together: Kyle Eastwood (born May 19, 1968) and Alison Eastwood	http://nif.dbpedia.org/wiki/en/Clint_Eastwood?dbpv=2016-10&nif=phrase&char=58279,58294
634	Viacheslav Chornovil	Children	Andriy Chornovil	Section	4	Andriy Chornovil	exact	 *  Father – Maksym Yosypovych Chornovil (1909-1987), a teacher of Ukrainian language and literature  *  Mother – Kylyna Kharitonivna Tereshchenko (1909-1985), a teacher in elementary school  *  Sister – Valentyna Maksymivna Chronovil (1948-present)  *  First wife – Iryna Mykolayivna Brunets  *  Son – Andriy Chornovil	http://nif.dbpedia.org/wiki/en/Viacheslav_Chornovil?dbpv=2016-10&nif=phrase&char=7674,7690
635	John Eager Howard	Children	Benjamin Chew Howard	Section	4	Benjamin Chew Howard	exact	 * John Eager Howard, Jr. (1788–1822) m.1820 Cornelia Read (daughter of US Senator Jacob Read, SC) Maryland State Senator. Died in Mercersburg, PA Oct. 1822.  * George Howard, (1789–1846) m.1811 Prudence Ridgely (dau. of Gov. Charles Carnan Ridgely). George was born while Col. Howard was Governor in Jennings House and became Governor in 1831. His home "Waverly" at Marriottsville, Maryland still exists.  * Benjamin Chew Howard	http://nif.dbpedia.org/wiki/en/John_Eager_Howard?dbpv=2016-10&nif=phrase&char=3777,3797
636	Hosni Mubarak	Children	Gamal Mubarak	Section	3.8	Gamal Mubarak	exact	In 2009, US Ambassador Margaret Scobey said, "despite incessant whispered discussions, no one in Egypt has any certainty about who will eventually succeed Mubarak nor under what circumstances." She said presidential son Gamal Mubarak	http://nif.dbpedia.org/wiki/en/Hosni_Mubarak?dbpv=2016-10&nif=phrase&char=16490,16503
639	Otto Wille Kuusinen	Children	Hertta Kuusinen	Section	4	Hertta Kuusinen	exact	Kuusinen died in Moscow on May 17, 1964. His ashes were buried in the Kremlin Wall Necropolis. He was survived by his daughter Hertta Kuusinen	http://nif.dbpedia.org/wiki/en/Otto_Wille_Kuusinen?dbpv=2016-10&nif=phrase&char=4871,4886
641	Leonard Bacon	Children	Edward Woolsey Bacon	Section	1	Edward Woolsey Bacon	exact	Bacon was buried at Grove Street Cemetery, as was his sister Delia Bacon. Four of his six sons became Congregational pastors: Edward Woolsey Bacon	http://nif.dbpedia.org/wiki/en/Leonard_Bacon?dbpv=2016-10&nif=phrase&char=2054,2074
642	Leonard Bacon	Children	George B. Bacon	Section	1	George B. Bacon	exact	Bacon was buried at Grove Street Cemetery, as was his sister Delia Bacon. Four of his six sons became Congregational pastors: Edward Woolsey Bacon (in New London, Connecticut), Leonard Woolsey Bacon, George B. Bacon	http://nif.dbpedia.org/wiki/en/Leonard_Bacon?dbpv=2016-10&nif=phrase&char=2128,2143
643	Leonard Bacon	Children	Thomas Rutherford Bacon	Section	1	Thomas Rutherford Bacon	exact	Bacon was buried at Grove Street Cemetery, as was his sister Delia Bacon. Four of his six sons became Congregational pastors: Edward Woolsey Bacon (in New London, Connecticut), Leonard Woolsey Bacon, George B. Bacon (in Orange, New Jersey), and Thomas Rutherford Bacon	http://nif.dbpedia.org/wiki/en/Leonard_Bacon?dbpv=2016-10&nif=phrase&char=2173,2196
645	Mike Jenkins (poet)	Children	Ciaran Jenkins	Abstract	0	Ciaran Jenkins	exact	Mike Jenkins (born 1953) is a poet, story writer and novelist. He is also the father of Plaid Cymru politician Bethan Jenkins and journalist Ciaran Jenkins	http://nif.dbpedia.org/wiki/en/Mike_Jenkins_(poet)?dbpv=2016-10&nif=phrase&char=141,155
647	Leo McLeay	Children	Paul McLeay	Section	1	Paul McLeay	exact	His son is Paul McLeay	http://nif.dbpedia.org/wiki/en/Leo_McLeay?dbpv=2016-10&nif=phrase&char=1473,1484
648	Sunil Dutt	Children	Priya Dutt	Section	6	Priya Dutt	exact	 *  Mr. and Mrs. Dutt: Memories of our Parents, Namrata Dutt Kumar and Priya Dutt	http://nif.dbpedia.org/wiki/en/Sunil_Dutt?dbpv=2016-10&nif=phrase&char=5562,5572
648	Sunil Dutt	Children	Priya Dutt	Section	2	Priya Dutt	exact	He had one son Sanjay Dutt, also a successful film actor and two daughters, Priya Dutt	http://nif.dbpedia.org/wiki/en/Sunil_Dutt?dbpv=2016-10&nif=phrase&char=1868,1878
648	Sunil Dutt	Children	Priya Dutt	Abstract	0	Priya Dutt	exact	Sunil Dutt (6 June 1930 – 25 May 2005), born Balraj Dutt, was an Indian movie actor, producer, director and politician. He was the Minister of Youth Affairs and Sports in the Manmohan Singh government (2004–2005). His son, Sanjay Dutt, is also an actor, while daughter Priya Dutt	http://nif.dbpedia.org/wiki/en/Sunil_Dutt?dbpv=2016-10&nif=phrase&char=269,279
649	Hero Ibrahim Ahmed	Children	Qubad Talabani	Abstract	0	Qubad Talabani	exact	Hero Ibrahim Ahmed (born 1948) is the daughter of Ibrahim Ahmad, the spouse of Jalal Talabani and the mother of Bafil Talabani and Qubad Talabani	http://nif.dbpedia.org/wiki/en/Hero_Ibrahim_Ahmed?dbpv=2016-10&nif=phrase&char=131,145
650	Jim and Mary McCartney	Children	Ruth McCartney	Abstract	0	Ruth McCartney	exact	The McCartney family lived in council houses during Mary's life, but Paul later bought his father a house called Rembrandt, in Heswall, Cheshire. Jim encouraged his two sons to take up music by buying instruments for them to learn, as well as improving their education. Mary was Paul's inspiration for the song, "Let It Be". After Mary's death, Jim married Angela Williams and adopted her daughter from a previous marriage, Ruth McCartney	http://nif.dbpedia.org/wiki/en/Jim_and_Mary_McCartney?dbpv=2016-10&nif=phrase&char=1045,1059
651	Bruce Lee	Children	Brandon Lee	Section	1.5	Brandon Lee	exact	Lee had two children with Linda Emery, Brandon Lee	http://nif.dbpedia.org/wiki/en/Bruce_Lee?dbpv=2016-10&nif=phrase&char=9251,9262
654	William Henry Harrison	Children	John Scott Harrison	Section	6.2	John Scott Harrison	exact	Harrison's son John Scott Harrison	http://nif.dbpedia.org/wiki/en/William_Henry_Harrison?dbpv=2016-10&nif=phrase&char=41454,41473
655	Goldie Hawn	Children	Kate Hudson	Abstract	0	Kate Hudson	exact	Goldie Jeanne Hawn (born November 21, 1945) is an American actress, director, producer, and occasional singer, who rose to fame on television's Rowan & Martin's Laugh-In (1968–70). She won the Academy Award for Best Supporting Actress and the Golden Globe Award for Best Supporting Actress for the 1969 film, Cactus Flower, maintaining bankable star status for more than three decades thereafter. She is the mother of actors Oliver Hudson, Kate Hudson	http://nif.dbpedia.org/wiki/en/Goldie_Hawn?dbpv=2016-10&nif=phrase&char=440,451
657	John Stone (producer)	Children	Peter Stone	Abstract	0	Peter Stone	exact	Stone was born in New York City, and died in Los Angeles, California. He produced seventy-seven films between 1930 and 1946. He also wrote for sixty-five films between 1921 and 1948. He was also the father of screenwriter Peter Stone	http://nif.dbpedia.org/wiki/en/John_Stone_(producer)?dbpv=2016-10&nif=phrase&char=317,328
659	Frances Shand Kydd	Children	Charles Spencer, 9th Earl Spencer	Section	2	Charles Spencer, 9th Earl Spencer	exact	 * Lady Sarah McCorquodale (born 19 March 1955), who married Neil Edmund McCorquodale, a nephew of Raine, Countess Spencer  * Jane Fellowes, Baroness Fellowes (born 11 February 1957), who married Baron Fellowes  * The Honourable John Spencer, who died within 10 hours after his birth on 12 January 1960  * Diana, Princess of Wales (1 July 1961 – 31 August 1997), first wife of Charles, Prince of Wales  * Charles Spencer, 9th Earl Spencer	http://nif.dbpedia.org/wiki/en/Frances_Shand_Kydd?dbpv=2016-10&nif=phrase&char=2431,2464
661	Aida McAnn Flemming	Children	Hugh John Flemming	Abstract	0	Hugh John Flemming	exact	Aida Maud Boyer McAnn Flemming, CM (1896 – January 25, 1994) was the wife of Hugh John Flemming	http://nif.dbpedia.org/wiki/en/Aida_McAnn_Flemming?dbpv=2016-10&nif=phrase&char=77,95
663	Kunti	Children	Karna	Section	1.1	Karna	exact	Once Sage Durvasa visited Kuntibhoja. He was extremely pleased by the services and comforts offered by Kunti, and offered her a boon to invoke any god to bear a child. Curious, Kunti invoked the mantra and accidentally bore Karna	http://nif.dbpedia.org/wiki/en/Kunti?dbpv=2016-10&nif=word&char=903,908
663	Kunti	Children	Karna	Abstract	0	Karna	exact	In Mahabharata, Kunti (Sanskrit: कुन्ती Kuntī) or Pritha was the daughter of Shurasena, and the foster daughter of his cousin Kuntibhoja. She is the sister of Vasudeva. She was married to king Pandu of Hastinapur and was the mother of Karna	http://nif.dbpedia.org/wiki/en/Kunti?dbpv=2016-10&nif=word&char=235,240
669	Thomas Robert McInnes	Children	Tom MacInnes	Abstract	0	Tom MacInnes	exact	He was the father of the poet Tom MacInnes	http://nif.dbpedia.org/wiki/en/Thomas_Robert_McInnes?dbpv=2016-10&nif=phrase&char=250,262
671	Tom Hanks	Children	Colin Hanks	Section	3	Colin Hanks	exact	Hanks was married to American actress Samantha Lewes from 1978 until they divorced in 1987. Together, the couple had two children: son Colin Hanks	http://nif.dbpedia.org/wiki/en/Tom_Hanks?dbpv=2016-10&nif=phrase&char=19868,19879
674	Norman Yemm	Children	Jodie Yemm	Section	3	Jodie Yemm	exact	"An actor’s greatest attribute is to have a good memory, but I've always had a bad one." That didn’t stop him from working that much harder to remember his lines on stage and screen, and it was some old-fashioned blood, sweat and tears that brought the brothers their success. He has three children; his daughter Jodie Yemm	http://nif.dbpedia.org/wiki/en/Norman_Yemm?dbpv=2016-10&nif=phrase&char=1892,1902
679	Thurgood Marshall	Children	Thurgood Marshall, Jr.	Section	4	Thurgood Marshall, Jr.	exact	Marshall was married twice. He married Vivien "Buster" Burey in 1929. After her death in February 1955, Marshall married Cecilia Suyat in December of that year. They were married until he died in 1993, having two sons together: Thurgood Marshall, Jr.	http://nif.dbpedia.org/wiki/en/Thurgood_Marshall?dbpv=2016-10&nif=phrase&char=15402,15424
680	Tom Scannell	Children	Tony Scannell	Abstract	0	Tony Scannell	exact	The father of actor Tony Scannell	http://nif.dbpedia.org/wiki/en/Tom_Scannell?dbpv=2016-10&nif=phrase&char=659,672
686	Jeanette Nolan	Children	Tim McIntire	Section	2	Tim McIntire	exact	In 1935, Nolan married actor John McIntire; the couple remained together until his death in 1991. Nolan and McIntire had two children together, one of whom was the actor Tim McIntire	http://nif.dbpedia.org/wiki/en/Jeanette_Nolan?dbpv=2016-10&nif=phrase&char=6410,6422
690	Peter I. Borst	Children	Peter Bouck Borst	Section	1	Peter Bouck Borst	exact	Born in Middleburgh, New York, Borst attended the common schools and became a successful farmer on his estate, "The Hook" and was an officer of the Schoharie County Agricultural Society. He was married to Catherine Becker Borst. At least three of Borst's children (Addison, John B., and Peter Bouck Borst	http://nif.dbpedia.org/wiki/en/Peter_I._Borst?dbpv=2016-10&nif=phrase&char=418,435
692	Dorothy Bridges	Children	Beau Bridges	Abstract	0	Beau Bridges	exact	Dorothy Louise Bridges (née Simpson; September 19, 1915 – February 16, 2009) was an American actress and poet. Bridges was the matriarch of an acting family, which included her late husband, Lloyd Bridges, her sons, Beau Bridges	http://nif.dbpedia.org/wiki/en/Dorothy_Bridges?dbpv=2016-10&nif=phrase&char=216,228
695	Arthur Ochs Sulzberger	Children	Arthur Ochs Sulzberger Jr.	Abstract	0	Arthur Ochs Sulzberger Jr.	exact	Born into a prominent media and publishing family, Sulzberger became Publisher of The New York Times and Chairman of the Board of The New York Times Company in 1963. Sulzberger relinquished to his son, Arthur Ochs Sulzberger Jr.	http://nif.dbpedia.org/wiki/en/Arthur_Ochs_Sulzberger?dbpv=2016-10&nif=phrase&char=322,348
695	Arthur Ochs Sulzberger	Children	Arthur Ochs Sulzberger Jr.	Section	2	Arthur Ochs Sulzberger Jr.	exact	In the 1960s Sulzberger built a large news-gathering staff at The Times, and was publisher when the newspaper won a Pulitzer Prize in 1972 for publishing The Pentagon Papers. He was elected a Fellow of the American Academy of Arts and Sciences in 1988. His son Arthur Ochs Sulzberger Jr.	http://nif.dbpedia.org/wiki/en/Arthur_Ochs_Sulzberger?dbpv=2016-10&nif=phrase&char=1909,1935
697	Sybille de Selys Longchamps	Children	Delphine Boël	Abstract	0	Delphine Boël	exact	Baroness Sybille de Selys Longchamps (born 28 August 1941) is a Belgian aristocrat. She is the mother of Delphine Boël	http://nif.dbpedia.org/wiki/en/Sybille_de_Selys_Longchamps?dbpv=2016-10&nif=phrase&char=105,118
698	John Grey (land agent)	Children	Josephine Butler	Section	2	Josephine Butler	exact	Grey married, in 1815, Hannah Eliza, daughter of Ralph Annette of The Fence, near Alnwick, by whom he had a family of three sons and seven daughters, who included Josephine Butler	http://nif.dbpedia.org/wiki/en/John_Grey_(land_agent)?dbpv=2016-10&nif=phrase&char=2478,2494
698	John Grey (land agent)	Children	Josephine Butler	Abstract	0	Josephine Butler	exact	John Grey (1785–1868), of Dilston, was an English land agent and agriculturist. He was the father of Josephine Butler	http://nif.dbpedia.org/wiki/en/John_Grey_(land_agent)?dbpv=2016-10&nif=phrase&char=101,117
700	Henry Bauchau	Children	Patrick Bauchau	Abstract	0	Patrick Bauchau	exact	He was the father of actor Patrick Bauchau	http://nif.dbpedia.org/wiki/en/Henry_Bauchau?dbpv=2016-10&nif=phrase&char=155,170
700	Henry Bauchau	Children	Patrick Bauchau	Section	1	Patrick Bauchau	exact	He was married to Mary Kozyrev; their son is the actor Patrick Bauchau	http://nif.dbpedia.org/wiki/en/Henry_Bauchau?dbpv=2016-10&nif=phrase&char=419,434
702	Thomas F. Bayard	Children	Thomas F. Bayard, Jr.	Section	7	Thomas F. Bayard, Jr.	exact	Bayard remained in London until the arrival of his successor, John Hay, in April 1897. He returned to Wilmington that May and visited ex-President Cleveland at his home in Princeton the following month, remaining friendly with him despite their differences on the Venezuela question. Bayard's health had begun to decline in England, and he was often ill after his return to the United States. He died on September 28, 1898, while visiting his daughter Mabel Bayard Warren in Dedham, Massachusetts. Bayard was buried in the Old Swedes Episcopal Church Cemetery at Wilmington. He was survived by his second wife and seven of his twelve children, including Thomas F. Bayard, Jr.	http://nif.dbpedia.org/wiki/en/Thomas_F._Bayard?dbpv=2016-10&nif=phrase&char=42196,42217
703	Jimmy Hoffa	Children	Barbara Ann Crancer	Section	8	Barbara Ann Crancer	exact	Hoffa's son, James P. Hoffa, is the current president of the Teamsters' Union, having served in that position since 1999. Jimmy Hoffa's daughter, Barbara Ann Crancer	http://nif.dbpedia.org/wiki/en/Jimmy_Hoffa?dbpv=2016-10&nif=phrase&char=19872,19891
705	Herbert Aptheker	Children	Bettina Aptheker	Section	1.3.3	Bettina Aptheker	exact	Bettina Aptheker	http://nif.dbpedia.org/wiki/en/Herbert_Aptheker?dbpv=2016-10&nif=phrase&char=5171,5187
705	Herbert Aptheker	Children	Bettina Aptheker	Section	1.2	Bettina Aptheker	exact	In 1942 Aptheker married his first cousin, Fay Philippa Aptheker (1905–1999), also of Brooklyn. She was a union organizer and also an activist. They were married for 62 years, until her death. Their daughter, Bettina Aptheker	http://nif.dbpedia.org/wiki/en/Herbert_Aptheker?dbpv=2016-10&nif=phrase&char=1716,1732
708	Gemini Ganesan	Children	Rekha	Section	3	Rekha	exact	Despite being one of the most successful actors of Tamil cinema during his time, Gemini Ganesan was criticised for being "fossilised in one type of portrayal", as most of his films were typically "boy meets girl" romantic films. He was married to multiple women like actresses Savitri and Pushpavalli, which led to him being labelled a "womanizer". His hostile relationship with daughter Rekha	http://nif.dbpedia.org/wiki/en/Gemini_Ganesan?dbpv=2016-10&nif=word&char=12060,12065
708	Gemini Ganesan	Children	Rekha	Section	4	Rekha	exact	Gemini Ganesan, at 19, married Alamelu, with whom he lived and whom he fondly called "Bobji". She is his first and only legal wife. He later married or had intimate relations though did not live with actresses Pushpavalli and Savitri. He is survived by seven daughters and a son. Alamelu and Ganesan have four daughters; three of them – Revathi, Kamala and Jayalakshmi - are medical doctors, the fourth Narayani is a journalist with The Times of India. Ganesan has two daughters with Pushpavalli – Bollywood actress Rekha	http://nif.dbpedia.org/wiki/en/Gemini_Ganesan?dbpv=2016-10&nif=word&char=13132,13137
708	Gemini Ganesan	Children	Rekha	Section	6	Rekha	exact	After a prolonged illness caused by renal failure and multiple organ failure, Gemini Ganesan died surrounded by Bobji and their daughters at his residence on 22 March 2005, 13:30 IST. He was cremated with full state honours. Prominent personalities including Tamil Nadu's chief ministers M. Karunanidhi and Jayalalitha paid their last respects to the veteran actor. Ganesan's funeral was not attended by estranged daughter Rekha	http://nif.dbpedia.org/wiki/en/Gemini_Ganesan?dbpv=2016-10&nif=word&char=15023,15028
710	Salim Khan	Children	Sohail Khan	Section	2.3	Sohail Khan	exact	Salim Khan was not very active in films from 1996. He wrote scripts for ten films from 1983 to 1996, after his split with Javed Akhthar. These included Majdhaar and the hit film Patthar Ke Phool which starred his son Salman Khan. Other notable hits were the scripts for Pyaar Kiya To Darna Kya and Auzaar, both of which were produced by his youngest son Sohail Khan	http://nif.dbpedia.org/wiki/en/Salim_Khan?dbpv=2016-10&nif=phrase&char=7797,7808
710	Salim Khan	Children	Sohail Khan	Abstract	0	Sohail Khan	exact	Salim Khan (Hindi: सलीम खान born 24 November 1935) is a veteran Indian actor and screenwriter. In Hindi cinema, Khan is best known for being one half of the prolific screenwriting duo of Salim-Javed. He is the father of Bollywood actors Salman Khan, Sohail Khan	http://nif.dbpedia.org/wiki/en/Salim_Khan?dbpv=2016-10&nif=phrase&char=333,344
711	Cybill Shepherd	Children	Clementine Ford	Section	4	Clementine Ford	exact	In her autobiography she revealed that in 1978 she called her mother, crying, unhappy with the way her life and career were going, to which her mother replied "Cybill, come home." She went home to Memphis where she met, and began dating local auto parts dealer and nightclub entertainer, David M. Ford. She became pregnant and they married that year, but the marriage ended in divorce in 1982. Their daughter, Clementine Ford	http://nif.dbpedia.org/wiki/en/Cybill_Shepherd?dbpv=2016-10&nif=phrase&char=7637,7652
712	Ray Winstone	Children	Lois Winstone	Section	3	Lois Winstone	exact	In 2011, Winstone starred in the British independent film The Hot Potato, a comedy thriller about two men who come into possession of a lump of uranium. The film, which is set in the East End of London in the 1960s, also stars Winstone's eldest daughter Lois Winstone	http://nif.dbpedia.org/wiki/en/Ray_Winstone?dbpv=2016-10&nif=phrase&char=11535,11548
713	John Cullum	Children	JD Cullum	Section	1	JD Cullum	exact	Cullum has been married to Emily Frankel since 1959. They have one son, JD Cullum	http://nif.dbpedia.org/wiki/en/John_Cullum?dbpv=2016-10&nif=phrase&char=1573,1582
715	Wrightson Mundy	Children	Francis Noel Clarke Mundy	Section	1	Francis Noel Clarke Mundy	exact	Wrightson married Anne daughter of Robert Burdett and sister of Sir Robert Burdett, Bt of Foremarke Hall, Derbyshire by whom he had one son and four daughters. His heir was Francis Noel Clarke Mundy	http://nif.dbpedia.org/wiki/en/Wrightson_Mundy?dbpv=2016-10&nif=phrase&char=296,321
716	Tommy Cooper	Children	Thomas Henty	Section	1.5	Thomas Henty	exact	From 1967 until his death, Cooper had a relationship with his personal assistant, Mary Fieldhouse. She wrote about it in her book, For the Love of Tommy (1986). His son Thomas (a.k.a. Thomas Henty	http://nif.dbpedia.org/wiki/en/Tommy_Cooper?dbpv=2016-10&nif=phrase&char=8480,8492
717	Herbert Putnam	Children	Brenda Putnam	Section	1	Brenda Putnam	exact	In 1886, Herbert Putnam married Charlotte Elizabeth Munroe of Cambridge, Massachusetts, and together they had two daughters, Shirley and Brenda Putnam	http://nif.dbpedia.org/wiki/en/Herbert_Putnam?dbpv=2016-10&nif=phrase&char=838,851
718	John Townsend (Norwich)	Children	Captain Thomas Townsend	Section	2.3	Captain Thomas Townsend	exact	1. Captain Thomas Townsend	http://nif.dbpedia.org/wiki/en/John_Townsend_(Norwich)?dbpv=2016-10&nif=phrase&char=10890,10913
720	Francisco Pizarro	Children	Francisca Pizarro Yupanqui	Section	5	Francisca Pizarro Yupanqui	exact	By his marriage to N de Trujillo, Pizarro had a son also named Francisco, who married his relative Inés Pizarro, without issue. After Pizarro's death, Inés Yupanqui, whom he took as a mistress, favourite sister of Atahualpa, who had been given to Francisco in marriage by her brother, married a Spanish cavalier named Ampuero and left for Spain, taking her daughter who would later be legitimized by imperial decree. Francisca Pizarro Yupanqui	http://nif.dbpedia.org/wiki/en/Francisco_Pizarro?dbpv=2016-10&nif=phrase&char=24431,24457
720	Francisco Pizarro	Children	Francisca Pizarro Yupanqui	Section	5.2	Francisca Pizarro Yupanqui	exact	After their return from Peru and notoriously rich, the Pizarro family erected a plateresque-style palace on the corner of the Plaza Mayor in Trujillo. Francisca Pizarro Yupanqui	http://nif.dbpedia.org/wiki/en/Francisco_Pizarro?dbpv=2016-10&nif=phrase&char=27312,27338
721	Fazil (director)	Children	Farhaan Faasil	Section	3	Farhaan Faasil	exact	Fazil is married to Rosina. The couple have two sons, Fahadh Faasil and Farhaan Faasil	http://nif.dbpedia.org/wiki/en/Fazil_(director)?dbpv=2016-10&nif=phrase&char=2156,2170
722	Gabriele D'Annunzio	Children	Gabriellino D'Annunzio	Section	5	Gabriellino D'Annunzio	exact	His son Gabriellino D'Annunzio	http://nif.dbpedia.org/wiki/en/Gabriele_D'Annunzio?dbpv=2016-10&nif=phrase&char=11408,11430
727	Paul Sarbanes	Children	John Sarbanes	Section	1	John Sarbanes	exact	His son, John Sarbanes	http://nif.dbpedia.org/wiki/en/Paul_Sarbanes?dbpv=2016-10&nif=phrase&char=2682,2695
727	Paul Sarbanes	Children	John Sarbanes	Section	1	John Sarbanes	exact	After graduating in 1960, he clerked for Federal Judge Morris A. Soper before entering private practice with two Baltimore, Maryland law firms. In June 1960, Sarbanes married Christine Dunbar of Brighton, England; they have three children (John Sarbanes	http://nif.dbpedia.org/wiki/en/Paul_Sarbanes?dbpv=2016-10&nif=phrase&char=2316,2329
728	James Fox	Children	Laurence Fox	Section	2.3	Laurence Fox	exact	More recently, he has appeared in the 2001 adaptation of The Lost World as Prof. Leo Summerlee, Agatha Christie's Poirot - Death on the Nile (2004) as Colonel Race and Charlie and the Chocolate Factory (2005) playing Mr. Salt, Veruca Salt's father. He appeared in the Doctor Who audio drama Shada, and in 2007, he guest-starred in the British television crime series Waking the Dead. He also appeared opposite his son Laurence Fox	http://nif.dbpedia.org/wiki/en/James_Fox?dbpv=2016-10&nif=phrase&char=3358,3370
729	Randal Keynes	Children	Skandar Keynes	Section	1	Skandar Keynes	exact	Randal Keynes has two children with Zelfa Cecil Hourani, also from a prominent intellectual family, originally from Lebanon. Zelfa's father Cecil was an advisor to the late Tunisian president Habib Bourguiba and his two brothers were Albert, a major historian of the Middle East, and George, philosopher, historian, and classicist. Randal and Zelfa's son, Skandar Keynes	http://nif.dbpedia.org/wiki/en/Randal_Keynes?dbpv=2016-10&nif=phrase&char=1145,1159
730	María Félix	Children	Enrique Álvarez Félix	Section	3	Enrique Álvarez Félix	exact	María was married four times. Her first marriage (1931–1938) was with the cosmetics sales agent Enrique Alvarez Alatorre. María herself came to say that her first marriage meant to her freedom, leaving her house where she was prey. Soon, due to jealousy of her husband, María felt sick and started divorce proceedings. He fathered with her only son, the also actor Enrique Álvarez Félix	http://nif.dbpedia.org/wiki/en/María_Félix?dbpv=2016-10&nif=phrase&char=11592,11613
731	Richard J. Daley	Children	John P. Daley	Abstract	0	John P. Daley	exact	Daley played a major role in the history of the Democratic Party, especially with his support of John F. Kennedy in 1960 and of Hubert Humphrey in 1968. Daley is the father of Richard M. Daley, also a former mayor of Chicago, William M. Daley, a former United States Secretary of Commerce, and John P. Daley	http://nif.dbpedia.org/wiki/en/Richard_J._Daley?dbpv=2016-10&nif=phrase&char=1138,1151
