number of equals = 1350
number of contains = 605
notInAbstractList = 8272
Appoaches:
	Sbj-Obj = 1564
	Pronoun-Obj = 391
Extraction:
	In Sentence = 1914
	In Paragraph = 41
Blank Sentences = 5
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Contains	Abstract	In Sentence	Pronoun-Obj		Best Supporting Actress	http://dbpedia.org/resource/Mira_Sorvino	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Mira Sorvino**): She came to prominence after winning the Academy Award and Golden Globe for Best Supporting Actress	Mira Katherine Sorvino (born September 28, 1967) is an American actress. She came to prominence after winning the Academy Award and Golden Globe for Best Supporting Actress for her performance as a hooker with a heart of gold in Woody Allen's Mighty Aphrodite (1995). She is also known for starring in the films Romy and Michele's High School Reunion (1997), Mimic (1997), The Replacement Killers (1998), Summer of Sam (1999), and Like Dandelion Dust (2009). She received Golden Globe and Emmy nominations for her role in Norma Jean & Marilyn (1996), and a Golden Globe nomination for her role in Human Trafficking (2005).	
Equal	Abstract	In Sentence	Sbj-Obj		sculptor	http://dbpedia.org/resource/Albert_Toft	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Sculptor	Albert Toft (Birmingham 3 June 1862 – 18 December 1949 Worthing, Sussex) was an English sculptor	Albert Toft (Birmingham 3 June 1862 – 18 December 1949 Worthing, Sussex) was an English sculptor. His brother was the landscape artist Joseph Alfonso Toft.	
Equal	Abstract	In Sentence	Sbj-Obj		poet	http://dbpedia.org/resource/Don_McKay	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Poet	Don McKay, CM (born 1942) is a Canadian poet	Don McKay, CM (born 1942) is a Canadian poet, editor, and educator.	
Equal	Abstract	In Sentence	Sbj-Obj		screenwriter	http://dbpedia.org/resource/Kogo_Noda	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Screenwriter	Kogo Noda (野田 高梧 Noda Kōgo, November 19, 1893 – September 23, 1968, Hakodate, Hokkaidō, Japan) was a Japanese screenwriter	Kogo Noda (野田 高梧 Noda Kōgo, November 19, 1893 – September 23, 1968, Hakodate, Hokkaidō, Japan) was a Japanese screenwriter most famous for collaborating with Yasujirō Ozu on many of the director's films. Born in Hakodate, Noda was the son of the head of the local tax bureau and younger brother to Kyūho, a Nihonga painter. He moved to Nagoya after completing elementary school and later went to Waseda University. After graduating, he worked for the city of Tokyo while also serving as a reporter for Katsudō kurabu, one of the major film magazines, using the pen name Harunosuke Midorikawa. On the recommendation of a scriptwriter friend from junior high, Takashi Oda, he joined the script department at Shōchiku after the Great Kantō earthquake. He soon became one of the studio's central screenwriters, penning for instance Aizen katsura (1938), one of its biggest prewar hits. He is most known for his collaborations with Ozu, which began with Noda supplying the script for the director's first feature Sword of Penitence (1927) and led to such postwar masterpieces as Tokyo Story (1953). He co-wrote thirteen of Ozu's fifteen postwar films. When the Writers Association of Japan was formed in 1950, Noda served as its first chair.	
Equal	Abstract	In Sentence	Sbj-Obj		historian	http://dbpedia.org/resource/George_Buchanan	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Historian	George Buchanan (Scottish Gaelic: Seòras Bochanan; February 1506 – 28 September 1582) was a Scottish historian	George Buchanan (Scottish Gaelic: Seòras Bochanan; February 1506 – 28 September 1582) was a Scottish historian and humanist scholar. According to historian Keith Brown, Buchanan was "the most profound intellectual sixteenth century Scotland produced." His ideology of resistance to royal usurpation gained widespread acceptance during the Scottish Reformation. Brown says the ease with which King James VII was deposed in 1689 shows the power of Buchananite ideas.	
Equal	Abstract	In Sentence	Sbj-Obj		journalist	http://dbpedia.org/resource/Amira_Hass	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Journalist	Amira Hass (Hebrew: עמירה הס‎‎; born 28 June 1956) is an Israeli journalist	Amira Hass (Hebrew: עמירה הס‎‎; born 28 June 1956) is an Israeli journalist and author, mostly known for her columns in the daily newspaper Haaretz. She is particularly recognized for her reporting on Palestinian affairs in the West Bank and Gaza, where she has also lived for a number of years.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Alfred_Drake	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Alfred Drake (October 7, 1914 - July 25, 1992) was an American actor	Alfred Drake (October 7, 1914 - July 25, 1992) was an American actor and singer.	
Equal	Abstract	In Sentence	Sbj-Obj		academic	http://dbpedia.org/resource/Amar_Bose	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Academic	Amar Gopal Bose (Bengali: অমর বোস), (November 2, 1929  – July 12, 2013) was an American academic	Amar Gopal Bose (Bengali: অমর বোস), (November 2, 1929  – July 12, 2013) was an American academic and entrepreneur of Indian descent. An electrical engineer and sound engineer, he was a professor at the Massachusetts Institute of Technology (MIT) for over 45 years. He was also the founder and chairman of Bose Corporation. In 2011, he donated a majority of the company to MIT in the form of non-voting shares to sustain and advance MIT’s education and research mission.	
Equal	Abstract	In Sentence	Sbj-Obj		Russian	http://dbpedia.org/resource/Alexandra_Kollontai	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Russian	Alexandra Mikhailovna Kollontai (Russian	Alexandra Mikhailovna Kollontai (Russian: Алекса́ндра Миха́йловна Коллонта́й — née Domontovich, Домонто́вич; March 31 [O.S. March 19] 1872 – 9 March 1952) was a Russian Communist revolutionary, first as a member of the Mensheviks, then from 1914 on as a Bolshevik. In 1923, Kollontai was appointed Soviet Ambassador to Norway, one of the first women to hold such a post (Diana Abgar was earlier).	
Equal	Abstract	In Sentence	Sbj-Obj		abolitionist	http://dbpedia.org/resource/Absalom_Jones	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Abolitionist	Absalom Jones (November 7, 1746 – February 13, 1818) was an African-American abolitionist	Absalom Jones (November 7, 1746 – February 13, 1818) was an African-American abolitionist and clergyman. After founding a black congregation in 1794, he was the first African American ordained as a priest in the Episcopal Church of the United States, in 1804. He is listed on the Episcopal calendar of saints and remembered liturgically on the date of his death, February 13, in the 1979 Book of Common Prayer as "Absalom Jones, Priest, 1818".	
Contains	Abstract	In Sentence	Sbj-Obj		Fox News Radio	http://dbpedia.org/resource/Alan_Colmes	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Radio	Alan Colmes Show, a nationally syndicated talk-radio show distributed by Fox News Radio	Alan Samuel Colmes (born September 24, 1950) is an American radio and television host, liberal political commentator for the Fox News Channel, and blogger. He is the host of The Alan Colmes Show, a nationally syndicated talk-radio show distributed by Fox News Radio that also airs throughout the United States on Fox News Talk on Sirius and XM. From 1996 to 2009, Colmes served as the co-host of Hannity & Colmes, a nightly political debate show on Fox News Channel. Since 2015, Colmes has supplied the voice of The Liberal Panel, an animatronic robot face built into a panelled wall who spouts conventionally liberal political opinions, on Fox News Channel's The Greg Gutfeld Show. In addition to broadcasting, Colmes runs the Liberaland blog and contributes to AOL News. He is the author of Red, White & Liberal: How Left Is Right and Right Is Wrong (2003) and Thank the Liberals for Saving America (2012).	
Contains	Abstract	In Sentence	Sbj-Obj		Screen Actors Guild Awards	http://dbpedia.org/resource/Alan_Cumming	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Cumming also introduces Masterpiece Mystery! for PBS and appeared on The Good Wife, for which he has been nominated for three Primetime Emmy Awards, two Screen Actors Guild Awards	Alan Cumming, OBE (born 27 January 1965), is a Scottish-American actor, author, and activist who has appeared in numerous films, television shows and plays. His London stage appearances include Hamlet, the Maniac in Accidental Death of an Anarchist (for which he received an Olivier Award), the lead in Bent, and the National Theatre of Scotland's The Bacchae. On Broadway he has appeared in The Threepenny Opera, as the master of ceremonies in Cabaret (for which he won a Tony Award), Design for Living and a one-man adaptation of Macbeth. His best-known film roles include his performances in Emma, GoldenEye, the Spy Kids trilogy, and X2: X-Men United. Cumming also introduces Masterpiece Mystery! for PBS and appeared on The Good Wife, for which he has been nominated for three Primetime Emmy Awards, two Screen Actors Guild Awards, two Golden Globe Awards and a Satellite Award. He has also written a novel, Tommy's Tale, and an autobiography, Not My Father's Son: A Memoir, had a cable talk show called Eavesdropping with Alan Cumming, and produced a line of perfumed products labelled "Cumming". He has contributed opinion pieces to many publications and performed a cabaret show, I Bought a Blue Car Today.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Alan_Cumming	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Cumming also introduces Masterpiece Mystery! for PBS and appeared on The Good Wife, for which he has been nominated for three Primetime Emmy Awards, two Screen Actor	Alan Cumming, OBE (born 27 January 1965), is a Scottish-American actor, author, and activist who has appeared in numerous films, television shows and plays. His London stage appearances include Hamlet, the Maniac in Accidental Death of an Anarchist (for which he received an Olivier Award), the lead in Bent, and the National Theatre of Scotland's The Bacchae. On Broadway he has appeared in The Threepenny Opera, as the master of ceremonies in Cabaret (for which he won a Tony Award), Design for Living and a one-man adaptation of Macbeth. His best-known film roles include his performances in Emma, GoldenEye, the Spy Kids trilogy, and X2: X-Men United. Cumming also introduces Masterpiece Mystery! for PBS and appeared on The Good Wife, for which he has been nominated for three Primetime Emmy Awards, two Screen Actors Guild Awards, two Golden Globe Awards and a Satellite Award. He has also written a novel, Tommy's Tale, and an autobiography, Not My Father's Son: A Memoir, had a cable talk show called Eavesdropping with Alan Cumming, and produced a line of perfumed products labelled "Cumming". He has contributed opinion pieces to many publications and performed a cabaret show, I Bought a Blue Car Today.	
Contains	Abstract	In Sentence	Pronoun-Obj		Directors Guild of Great Britain	http://dbpedia.org/resource/Alan_Parker	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Director	(**he=Alan Parker**): He has been active in both the British cinema and American cinema, along with being a founding member of the Director	Sir Alan William Parker, CBE (born 14 February 1944) is an English film director, producer and screenwriter. Parker's early career, beginning in his late teens, was spent as a copywriter and director of television advertisements. After about ten years of filming adverts, many of which won awards for creativity, he began screenwriting and directing films. Parker is noted for having a wide range of filmmaking styles and working in differing genres. He has directed musicals, including Bugsy Malone (1976), Fame (1980), Pink Floyd – The Wall (1982), The Commitments (1991), and Evita (1996); true-story dramas, including Midnight Express (1978), Mississippi Burning (1988), Come See the Paradise (1990), and Angela's Ashes (1999); family dramas, including Shoot the Moon (1982), and horrors and thrillers including Angel Heart (1987), and The Life of David Gale (2003). His films have won nineteen BAFTA awards, ten Golden Globes and ten Academy Awards. Parker was appointed a Commander of the Order of the British Empire for his services to the British film industry and knighted as a Knight Bachelor in 2002. He has been active in both the British cinema and American cinema, along with being a founding member of the Directors Guild of Great Britain and lecturing at various film schools. In 2013 he received the BAFTA Academy Fellowship Award, the highest honour the British Film Academy can give a filmmaker. Parker donated his personal archive to the British Film Institute's National Archive in 2015.	
Equal	Abstract	In Sentence	Sbj-Obj		gardener	http://dbpedia.org/resource/Alan_Titchmarsh	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Gardener	Alan Fred Titchmarsh, MBE, DL, HonFSE (born 2 May 1949) is an English gardener	Alan Fred Titchmarsh, MBE, DL, HonFSE (born 2 May 1949) is an English gardener, presenter, and novelist. After working as a professional gardener and a gardening journalist, he established himself as a media personality through appearances on gardening programmes. He has developed a diverse writing and broadcasting career.	
Equal	Abstract	In Sentence	Sbj-Obj		priest	http://dbpedia.org/resource/Alberto_Cutié	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Priest	Cutié was ordained as a priest	Alberto R. Cutié (born April 29, 1969 in San Juan, Puerto Rico) is an Episcopal priest also known as Padre Alberto. Cutié was ordained as a priest in the Roman Catholic Church in 1995, and known as an internationally recognizable name by hosting television and radio programs. Cutié left the Roman Catholic Church in May 2009, after publication of photographs showing him with a woman at the beach and his subsequent admission that he was in love. He has said that mandatory celibacy was only one of the theological differences that led him to leave the Roman Catholic Church for the Episcopal Church. He married Ruhama Buni Canellis and joined the Episcopal Church. He now serves as rector of St. Benedict's, an Episcopal parish in Plantation, Florida.	
Contains	Abstract	In Sentence	Pronoun-Obj		Golden Globe Award for Best Actor – Television Series Musical or Comedy	http://dbpedia.org/resource/Charlie_Sheen	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	(**he=Charlie Sheen**): He replaced Michael J. Fox in Spin City and his performance earned him a Golden Globe Award for Best Actor	Carlos Irwin Estévez (born September 3, 1965), known professionally as Charlie Sheen, is an American actor. Sheen rose to fame after a series of successful films such as Platoon (1986), Wall Street (1987), Young Guns (1988), Eight Men Out (1988), Major League (1989), Hot Shots! (1991), and The Three Musketeers (1993). In the 2000s, Sheen became best known for his television roles. He replaced Michael J. Fox in Spin City and his performance earned him a Golden Globe Award for Best Actor – Television Series Musical or Comedy and then starred in Two and a Half Men which earned him several Golden Globe and Emmy Award nominations. He most recently starred in the FX comedy series Anger Management, which concluded its 100-episode run in 2014. In 2010, Sheen was the highest paid actor on television and earned US$1.8 million per episode of Two and a Half Men. Sheen's personal life has made headlines, including reports of alcohol and drug abuse and marital problems, as well as allegations of domestic violence. His contract for Two and a Half Men was terminated by CBS and Warner Bros. in March 2011. Sheen subsequently went on tour. On November 17, 2015, Sheen publicly revealed that he was HIV positive, having been diagnosed about four years earlier.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Eric_Bogosian	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Eric Bogosian (born April 24, 1953) is an Armenian American actor	Eric Bogosian (born April 24, 1953) is an Armenian American actor, playwright, monologuist, novelist and historian.	
Contains	Abstract	In Sentence	Sbj-Obj		Academy Award for Best Supporting Actor	http://dbpedia.org/resource/Haley_Joel_Osment	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Osment rose to fame for his performance as a young unwilling medium in M. Night Shyamalan's thriller film The Sixth Sense, which earned him a nomination for the Academy Award for Best Supporting Actor	Haley Joel Osment (born April 10, 1988) is an American actor. After a series of roles in television and film during the 1990s, including a small part in Forrest Gump playing the title character’s son (also named Forrest Gump), Osment rose to fame for his performance as a young unwilling medium in M. Night Shyamalan's thriller film The Sixth Sense, which earned him a nomination for the Academy Award for Best Supporting Actor. He subsequently appeared in leading roles in several high-profile Hollywood films, including Steven Spielberg's A.I. Artificial Intelligence and Mimi Leder's Pay It Forward. He made his Broadway debut in 2008 in a short-lived revival of David Mamet's play American Buffalo, starring John Leguizamo and Cedric the Entertainer. Osment is also known for his voice-roles of Sora and Vanitas in the Kingdom Hearts video games, as well as his more recent roles in comedies such as Sex Ed and The Spoils of Babylon.	
Contains	Abstract	In Sentence	Pronoun-Obj		Satellite Award for Best Actress – Television Series Musical or Comedy	http://dbpedia.org/resource/Illeana_Douglas	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Illeana Douglas**): she received a Primetime Emmy nomination as Outstanding Guest Actress	Illeana Hesselberg, most commonly known as Illeana Douglas, (born July 25, 1965) is an American actress, director, screenwriter, and producer. Douglas has had a long-ranging diverse career as a character actor with a specialty in comedy. Notable works include work in a 2001 episode of Six Feet Under – for which she received a Primetime Emmy nomination as Outstanding Guest Actress in a Drama Series and won the Best Guest Actress in a Drama Series award from OFTA, the Online Film & Television Association – and her work in the TV series Action opposite Jay Mohr – for which she won a Satellite Award for Best Actress – Television Series Musical or Comedy. She can currently be seen on Turner Classic Movies where she hosts specials focused on unheralded women directors from film history.	
Contains	Abstract	In Sentence	Pronoun-Obj		Outstanding Guest Actress in a Drama Series	http://dbpedia.org/resource/Illeana_Douglas	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Illeana Douglas**): she received a Primetime Emmy nomination as Outstanding Guest Actress	Illeana Hesselberg, most commonly known as Illeana Douglas, (born July 25, 1965) is an American actress, director, screenwriter, and producer. Douglas has had a long-ranging diverse career as a character actor with a specialty in comedy. Notable works include work in a 2001 episode of Six Feet Under – for which she received a Primetime Emmy nomination as Outstanding Guest Actress in a Drama Series and won the Best Guest Actress in a Drama Series award from OFTA, the Online Film & Television Association – and her work in the TV series Action opposite Jay Mohr – for which she won a Satellite Award for Best Actress – Television Series Musical or Comedy. She can currently be seen on Turner Classic Movies where she hosts specials focused on unheralded women directors from film history.	
Contains	Abstract	In Sentence	Pronoun-Obj		the Three Tenors	http://dbpedia.org/resource/José_Carreras	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Tenor	(**he=José Carreras**): He gained fame with a wider audience as one of the Three Tenor	Josep Maria Carreras i Coll (Catalan pronunciation: [ʒuˈzɛp kəˈreɾəs]; born 5 December 1946), better known as José Carreras (Spanish pronunciation: [xoˈse kaˈreɾas]), is a Spanish tenor who is particularly known for his performances in the operas of Verdi and Puccini. Born in Barcelona, he made his debut on the operatic stage at 11 as Trujamán in Manuel de Falla's El retablo de Maese Pedro and went on to a career that encompassed over 60 roles, performed in the world's leading opera houses and in numerous recordings. He gained fame with a wider audience as one of the Three Tenors along with Plácido Domingo and Luciano Pavarotti in a series of mass concerts that began in 1990 and continued until 2003. Carreras is also known for his humanitarian work as the president of the José Carreras International Leukaemia Foundation (La Fundació Internacional Josep Carreras per a la Lluita contra la Leucèmia), which he established following his own recovery from the disease in 1988.	
Contains	Abstract	In Sentence	Sbj-Obj		Ford Models	http://dbpedia.org/resource/Monika_Schnarre	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Model	Schnarre won the Ford Models	Monika Schnarre (born May 27, 1971 in Scarborough, Ontario) is a Canadian model, actress, and television host. Aged 14, Schnarre won the Ford Models "Supermodel of the World" contest in 1986, the youngest model to ever win. She appeared on the cover of American Vogue at 14 and in the Sports Illustrated Swimsuit Issue at 15. Schnarre wrote a book about her modeling experiences titled Monika: Between You and Me in 1989. She went on to become an actress, appearing in over 50 film and television roles including The Bold and the Beautiful and Beastmaster, and made guest appearances on Beverly Hills 90210, Andromeda, Caroline in the City, The King of Queens and Cracked. Schnarre has also made a number of movies, with roles in Love on the Side, Waxwork II: Lost in Time, and Junior. She played Oxanna Kristos in the video game Command & Conquer: Tiberian Sun. Schnarre went on to study television broadcast journalism at University of California, Los Angeles and was co-host of Celebrity RSVP, a Canadian entertainment news program. She also was a guest correspondent on eTalk and ET Canada. Monika launched her own line of natural anti-aging skincare in 2014. In 2007, Schnarre became a volunteer Ambassador for Habitat for Humanity Toronto's Women Build program. Schnarre resides in Toronto and Muskoka, Ontario.	
Contains	Abstract	In Sentence	Pronoun-Obj		Olivier Award for Best Actress in a Musical	http://dbpedia.org/resource/Patti_LuPone	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Patti LuPone**): She played Fantine in the original London cast of Les Misérables and Moll in The Cradle Will Rock, winning the 1985 Olivier Award for Best Actress	Patti Ann LuPone (born April 21, 1949) is an American actress and singer, best known for her work in stage musicals. She is a two-time Grammy Award winner and a two-time Tony Award winner. She is also a 2006 American Theater Hall of Fame inductee. LuPone began her professional career with The Acting Company in 1972 and made her Broadway debut in Three Sisters in 1973. She received the first of six (as of 2014) Tony Award nominations for the 1975 musical The Robber Bridegroom. She won the Tony Award for Best Actress in a Musical for her role as Eva Perón in the 1979 original Broadway production of Evita. She played Fantine in the original London cast of Les Misérables and Moll in The Cradle Will Rock, winning the 1985 Olivier Award for Best Actress in a Musical for her work in both. She won a second Tony Award for her role as Mama Rose in the 2008 Broadway revival of Gypsy. Other stage musical performances include her Tony-nominated role as Reno Sweeney in the 1987 revival of Anything Goes, her Olivier-nominated role as Norma Desmond in the 1993 original production of Sunset Boulevard in London, her Tony-nominated role as Mrs. Lovett in the 2005 production of Sweeney Todd: The Demon Barber of Fleet Street, and her Tony-nominated role as Lucia in the 2010 original production of Women on the Verge of a Nervous Breakdown. She also won two Grammy Awards for the recording of the 2007 Los Angeles Opera production of Rise and Fall of the City of Mahagonny; for Best Classical Album and Best Opera Recording. On television, she starred in the drama series Life Goes On (1989–1993) and received Emmy Award nominations for the TV Movie The Song Spinner (1995) and for her guest role in the sitcom Frasier (1998). She also had a role in the third season of the FX thriller series American Horror Story: Coven (2013–2014). Her film appearances include Witness (1985), Driving Miss Daisy (1989), State and Main (2000) and Parker (2013).	
Contains	Abstract	In Sentence	Pronoun-Obj		Tony Award for Best Actress in a Musical	http://dbpedia.org/resource/Patti_LuPone	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Patti LuPone**): She played Fantine in the original London cast of Les Misérables and Moll in The Cradle Will Rock, winning the 1985 Olivier Award for Best Actress	Patti Ann LuPone (born April 21, 1949) is an American actress and singer, best known for her work in stage musicals. She is a two-time Grammy Award winner and a two-time Tony Award winner. She is also a 2006 American Theater Hall of Fame inductee. LuPone began her professional career with The Acting Company in 1972 and made her Broadway debut in Three Sisters in 1973. She received the first of six (as of 2014) Tony Award nominations for the 1975 musical The Robber Bridegroom. She won the Tony Award for Best Actress in a Musical for her role as Eva Perón in the 1979 original Broadway production of Evita. She played Fantine in the original London cast of Les Misérables and Moll in The Cradle Will Rock, winning the 1985 Olivier Award for Best Actress in a Musical for her work in both. She won a second Tony Award for her role as Mama Rose in the 2008 Broadway revival of Gypsy. Other stage musical performances include her Tony-nominated role as Reno Sweeney in the 1987 revival of Anything Goes, her Olivier-nominated role as Norma Desmond in the 1993 original production of Sunset Boulevard in London, her Tony-nominated role as Mrs. Lovett in the 2005 production of Sweeney Todd: The Demon Barber of Fleet Street, and her Tony-nominated role as Lucia in the 2010 original production of Women on the Verge of a Nervous Breakdown. She also won two Grammy Awards for the recording of the 2007 Los Angeles Opera production of Rise and Fall of the City of Mahagonny; for Best Classical Album and Best Opera Recording. On television, she starred in the drama series Life Goes On (1989–1993) and received Emmy Award nominations for the TV Movie The Song Spinner (1995) and for her guest role in the sitcom Frasier (1998). She also had a role in the third season of the FX thriller series American Horror Story: Coven (2013–2014). Her film appearances include Witness (1985), Driving Miss Daisy (1989), State and Main (2000) and Parker (2013).	
Equal	Abstract	In Sentence	Sbj-Obj		screenwriter	http://dbpedia.org/resource/Stephen_Sommers	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Screenwriter	Stephen Sommers (born March 20, 1962) is an American screenwriter	Stephen Sommers (born March 20, 1962) is an American screenwriter and film director, best known for The Mummy (1999) and its sequel, The Mummy Returns (2001). He also directed Disney's live action version of Rudyard Kipling's The Jungle Book (1994), the action/horror film Van Helsing (2004), and G.I. Joe: The Rise of Cobra (2009).	
Contains	Abstract	In Sentence	Pronoun-Obj		Academy Award for Best Supporting Actor	http://dbpedia.org/resource/Tim_Robbins	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	(**his=Tim Robbins**): His other roles include Nuke LaLoosh in Bull Durham, Jacob Singer in Jacob's Ladder, Griffin Mill in The Player, and Dave Boyle in Mystic River, for which he won an Academy Award for Best Supporting Actor	Timothy Francis "Tim" Robbins (born October 16, 1958) is an American actor, screenwriter, director, producer, activist, and musician. He is well known for his portrayal of Andy Dufresne in the prison drama film The Shawshank Redemption (1994). His other roles include Nuke LaLoosh in Bull Durham, Jacob Singer in Jacob's Ladder, Griffin Mill in The Player, and Dave Boyle in Mystic River, for which he won an Academy Award for Best Supporting Actor, and for directing films such as Dead Man Walking.	
Equal	Abstract	In Sentence	Sbj-Obj		vedette	http://dbpedia.org/resource/Lupe_Vélez	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Vedette	Vélez, known professionally as Lupe Vélez (July 18, 1908 – December 13, 1944), was a Mexican and American stage and film actress, comedian, dancer and vedette	María Guadalupe Villalobos Vélez, known professionally as Lupe Vélez (July 18, 1908 – December 13, 1944), was a Mexican and American stage and film actress, comedian, dancer and vedette. Vélez began her career as a performer in Mexican vaudeville in the early 1920s. After moving to the United States, she made her first film appearance in a short film in 1927. By the end of the decade, in the last years of American silent films, she had progressed to leading roles in numerous movies like El Gaucho (1927), Lady of the Pavements (1928) and Wolf Song (1929), among others. She was one of the first successful Latin American actresses in the United States. During the 1930s, her well-known explosive screen persona was exploited in a series of successful films like Hot Pepper (1933), Strictly Dynamite (1934) and Hollywood Party (1934). In the 1940s, Vélez's popularity peaked after appearing in the Mexican Spitfire films, a series created to capitalize on Vélez's well-documented fiery personality. Nicknamed The Mexican Spitfire by the media, Vélez's personal life was as colorful as her screen persona. She had several highly publicized romances and a stormy marriage. In December 1944, Vélez died of an intentional overdose of Seconal. Her death, and the circumstances surrounding it, have been the subject of speculation and controversy.	
Equal	Abstract	In Sentence	Sbj-Obj		inventor	http://dbpedia.org/resource/Ottmar_Mergenthaler	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Inventor	Ottmar Mergenthaler (May 11, 1854 – October 28, 1899) was a German-born inventor	Ottmar Mergenthaler (May 11, 1854 – October 28, 1899) was a German-born inventor who has been called a second Gutenberg, as Mergenthaler invented the linotype machine, the first device that could easily and quickly set complete lines of type for use in printing presses. This machine revolutionized the art of printing.	
Equal	Abstract	In Sentence	Sbj-Obj		photographer	http://dbpedia.org/resource/Zahra_Kazemi	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Photographer	Zahra "Ziba" Kazemi-Ahmadabadi (زهرا کاظمی احمدآبادی in Persian) (1948 – July 11, 2003) was an Iranian-Canadian freelance photographer	Zahra "Ziba" Kazemi-Ahmadabadi (زهرا کاظمی احمدآبادی in Persian) (1948 – July 11, 2003) was an Iranian-Canadian freelance photographer, who according to the medical examiner was raped, tortured and killed by Iranian officials following her arrest in Iran. Although Iranian authorities insist that her death was accidental and that she died of a stroke while being interrogated, Shahram Azam, a former military staff physician who used his purported knowledge of Kazemi's case for seeking asylum in Canada in 2004, has stated that he examined Kazemi's body and observed that Kazemi showed obvious signs of torture, including a skull fracture, broken nose, signs of rape and severe abdominal bruising. Her death was the first time an Iranian's death in custody attracted major international attention. Because of her joint citizenship and the circumstances of her death, she has since become an international cause célèbre. In November 2003, Canadian Journalists for Free Expression honoured Kazemi with the Tara Singh Hayer Memorial Award in recognition of her courage in defending the right to free expression.	
Equal	Abstract	In Sentence	Sbj-Obj		astronomer	http://dbpedia.org/resource/Abd_al-Rahman_al-Sufi	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Astronomer	Abd al-Rahman al-Sufi (Persian: عبدالرحمن صوفی‎‎) (December 9, 903 in Rey, Iran – May 25, 986 in Shiraz, Iran) was a Persian astronomer	'Abd al-Rahman al-Sufi (Persian: عبدالرحمن صوفی‎‎) (December 9, 903 in Rey, Iran – May 25, 986 in Shiraz, Iran) was a Persian astronomer also known as 'Abd ar-Rahman as-Sufi, or 'Abd al-Rahman Abu al-Husayn, 'Abdul Rahman Sufi, 'Abdurrahman Sufi and known in the west as Azophi. The lunar crater Azophi and the minor planet 12621 Alsufi are named after him. Al-Sufi published his famous Book of Fixed Stars in 964, describing much of his work, both in textual descriptions and pictures. Al-Biruni reports that his work on the ecliptic was carried out in Shiraz. He lived at the Buyid court in Isfahan. Sometimes, he is referred to as an "Arab" astronomer.	
Contains	Abstract	In Sentence	Sbj-Obj		Filmfare Awards for Best Supporting Actor	http://dbpedia.org/resource/Amrish_Puri	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Puri has won three Filmfare Awards for Best Supporting Actor	Amrish Lal Puri (22 June 1932 – 12 January 2005) was an Indian actor, who was an important figure in Indian theatre and cinema. He worked with notable playwrights of the time, such as Satyadev Dubey and Girish Karnad. He is remembered for playing iconic negative roles in Hindi cinema as well as other Indian and international film industries. To Indian audiences he is the most remembered for his role as Mogambo in Shekhar Kapur's Hindi film Mr. India (1987), and to Western audiences he is best known as Mola Ram in Steven Spielberg's Hollywood film Indiana Jones and the Temple of Doom (1984). Puri has won three Filmfare Awards for Best Supporting Actor.	
