number of equals = 1612
number of contains = 51
notInAbstractList = 8396
Appoaches:
	Sbj-Obj = 855
	Pronoun-Obj = 808
Extraction:
	In Sentence = 1562
	In Paragraph = 101
Blank Sentences = 0
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Pronoun-Obj		University of Cambridge	http://dbpedia.org/resource/Toby_Walsh	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Cambridge	(**he=Toby Walsh**): He received an M.A. degree in theoretical physics and mathematics from the University of Cambridge	Toby Walsh FAA is a professor of artificial intelligence at the University of New South Wales and Data61 (formerly NICTA). He has served as Scientific Director of NICTA, Australia's centre of excellence for ICT research. He received an M.A. degree in theoretical physics and mathematics from the University of Cambridge and a M.Sc. and Ph.D. degree in artificial intelligence from the University of Edinburgh. He is noted for his work in constraint programming and propositional satisfiability. He has held research positions in Australia, England, Ireland, Italy France, Germany, Scotland, and Sweden. He currently serves on the Executive Council on the Association for the Advancement of Artificial Intelligence. He has been Editor-in-Chief of the Journal of Artificial Intelligence Research, and of AI Communications. He was chaired several conferences in the area of artificial intelligenceincluding the International Joint Conference on Artificial Intelligence. He is Editor of the Handbook of Constraint Programming, and of the Handbook of Satisfiability. In 2015, he helped release an open letter calling for a ban on offensive autonomous weapons that attracted over 20,000 signatures. He later gave a talk at TEDxBerlin on this topic.	
Equal	Abstract	In Paragraph	Sbj-Obj		University of Cambridge	http://dbpedia.org/resource/Zana_Briski	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Cambridge	Zana Briski (born 25 October 1966) is a British photographer and filmmaker, best known for Born into Brothels, the 2004 winner of the Academy Award for Documentary Feature, which she directed. She founded Kids with Cameras, a non-profit organization that teaches the art of photography to marginalized children in communities throughout the world. Her interest in photography began at age 10. After earning a master's degree at the University of Cambridge	Zana Briski (born 25 October 1966) is a British photographer and filmmaker, best known for Born into Brothels, the 2004 winner of the Academy Award for Documentary Feature, which she directed. She founded Kids with Cameras, a non-profit organization that teaches the art of photography to marginalized children in communities throughout the world. Her interest in photography began at age 10. After earning a master's degree at the University of Cambridge, she studied documentary photography at International Center of Photography in New York. In 1995, she made her first trip to India, producing a story on female infanticide. In 1997, Briski returned to India and began her project on the prostitutes of Calcutta's red-light district, which led to her work with the children of prostitutes. Her latest project Reverence is an experiential multimedia exhibit about transformation. Inspired by dreams of a praying mantis, she was led around the world to collaborate with living insects, taking their portraits in photographs and film. “My work is a tribute to insects, to their intelligence, personality and elegant beauty,” she says. The project raised initial funds through the crowdsourcing site Kickstarter in 2010. Briski has won numerous awards and fellowships including the Open Society Institute Fellowship, the Alicia Patterson Journalism Fellowship in 2000 to research and photograph in the Brothels of India, a New York Foundation for the Arts Fellowship, the Howard Chapnick Grant and 1st Prize in 1999 in the World Press Photo foundation competition in the category "Daily Life stories". Briski and co-director Ross Kauffman were awarded grants from the Sundance Institute, the Jerome Foundation, and the New York State Council on the Arts for Born into Brothels.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Kent	http://dbpedia.org/resource/Mohamed_Kamal_Fadel	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Kent	(**he=Mohamed Kamal Fadel**): He holds an MA in International Relations from the University of Kent	Mohamed Kamal Fadel is the Polisario Front representative to Australia & New Zealand. He had worked since 1986 in several diplomatic postings, as on SADR embassies or representations on Algeria, India, Iran, United Kingdom & East Timor. In 1999 he was appointed as Sahrawi representative to Australia & New Zealand and also as roving ambassador for the South Pacific region. He holds an MA in International Relations from the University of Kent, UK. He speaks Hassaniya (a variety of Arabic), English, French and Spanish.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Toronto	http://dbpedia.org/resource/Frank_Kschischang	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Toronto	Frank Kschischang (born 15 September 1962 in Mettmann, West Germany (now Germany)) is a Professor in the Department of Electrical and Computer Engineering at the University of Toronto	Frank Kschischang (born 15 September 1962 in Mettmann, West Germany (now Germany)) is a Professor in the Department of Electrical and Computer Engineering at the University of Toronto, and holds a Canada Research Chair in communication algorithms. He is a co-inventor of the factor graph, a kind of graphical model used in Bayesian inference. Prof. Kschischang is a Fellow of the IEEE, "for contributions to trellis structures, graphical models and iterative decoding techniques for error-correcting codes." He is also a Fellow of the Engineering Institute of Canada. He is a recipient of the 2010 Killam Research Fellowship, and received the 2012 Canadian Award for Telecommunications Research. Prof. Kschischang is currently the Editor-in-Chief of the IEEE Transactions on Information Theory.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Toronto	http://dbpedia.org/resource/James_Stewart_(mathematician)	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Toronto	Stewart received his master of science at Stanford University and his doctor of philosophy from the University of Toronto	James Drewry Stewart (March 29, 1941 – December 3, 2014) was a Canadian mathematician, violinist, and the professor emeritus of mathematics at McMaster University. Stewart received his master of science at Stanford University and his doctor of philosophy from the University of Toronto in 1967. He worked for two years as a postdoctoral fellow at the University of London. Stewart's research focused on harmonic analysis and functional analysis. Stewart is best known for his series of calculus textbooks used for high school, college, and university level courses. His books are standard textbooks in universities in many countries. One of his most popular textbooks is Single Variable Essential Calculus: Early Transcendentals. In 2014, his book sales were over $26 million. Stewart was also a violinist, a former member of the Hamilton Philharmonic Orchestra. In the early 2000s a house designed by Brigitte Shim and Howard Sutcliffe was constructed for Dr. Stewart in the Rosedale neighbourhood of Toronto at a cost of $32 million. He paid an additional $5.4 million for the existing house and lot which was torn down to make room for his new home. Called Integral House (a reference to its curved walls, and their similarity to the mathematical integral symbol), the house includes a concert hall that seats 150. Dr. Stewart has said, "My books and my house are my twin legacies. If I hadn't commissioned the house I'm not sure what I would have spent the money on." Glenn Lowry, director of the Museum of Modern Art, called the house "one of the most important private houses built in North America in a long time." In the summer of 2013, Stewart was diagnosed with multiple myeloma, a blood cancer. He died on December 3, 2014, aged 73. Stewart was deeply involved in LGBT activism. According to Joseph Clement, a documentary filmmaker who is working on a film about Stewart and Integral House, Stewart brought gay rights activist George Hislop to speak at McMaster in the early 1970s, when the LGBT liberation movement was in its infancy, and was involved in protests and demonstrations.	
Equal	Abstract	In Sentence	Pronoun-Obj		Washington & Jefferson College	http://dbpedia.org/resource/John_Leighton_Stewart	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Washington_&_Jefferson_College	(**he=John Leighton Stewart**): He was a trustee of Washington & Jefferson College	John Leighton Stewart (August 12, 1876 - May 31, 1940) was a prominent American businessman and newspaper publisher of the Washington Observer and Washington Reporter newspapers in Washington, Pennsylvania. He was born in Bakerstown, Pennsylvania on August 12, 1876 to Reverend William G. and Jennie Wright Stewart. He graduated from Washington & Jefferson College in 1899 and attended Harvard Law School. He and Ernest F. Acheson owned the Washington Observer and the afternoon Washington Reporter newspapers in Washington, Pennsylvania, which eventually merged to form the Observer-Reporter. He was a trustee of Washington & Jefferson College and of the Washington Female Seminary. He was a trustee of The Washington Hospital. He founded the Pennsylvania Newspaper Publishers Association. He died on May 31, 1940. His wife, Margaretta Donnan Stewart, took over control of the Observer-Reporter. The John L. Stewart Clock Tower on the northwest corner of the McIlvane Hall at Washington & Jefferson College is named in his honor. Before McIlvane Hall was demolished in 2008, the clock chimed to note the hour.	
Equal	Abstract	In Sentence	Pronoun-Obj		Washington & Jefferson College	http://dbpedia.org/resource/John_Leighton_Stewart	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Washington_&_Jefferson_College	(**he=John Leighton Stewart**): He graduated from Washington & Jefferson College	John Leighton Stewart (August 12, 1876 - May 31, 1940) was a prominent American businessman and newspaper publisher of the Washington Observer and Washington Reporter newspapers in Washington, Pennsylvania. He was born in Bakerstown, Pennsylvania on August 12, 1876 to Reverend William G. and Jennie Wright Stewart. He graduated from Washington & Jefferson College in 1899 and attended Harvard Law School. He and Ernest F. Acheson owned the Washington Observer and the afternoon Washington Reporter newspapers in Washington, Pennsylvania, which eventually merged to form the Observer-Reporter. He was a trustee of Washington & Jefferson College and of the Washington Female Seminary. He was a trustee of The Washington Hospital. He founded the Pennsylvania Newspaper Publishers Association. He died on May 31, 1940. His wife, Margaretta Donnan Stewart, took over control of the Observer-Reporter. The John L. Stewart Clock Tower on the northwest corner of the McIlvane Hall at Washington & Jefferson College is named in his honor. Before McIlvane Hall was demolished in 2008, the clock chimed to note the hour.	
Equal	Abstract	In Sentence	Sbj-Obj		Washington & Jefferson College	http://dbpedia.org/resource/John_Leighton_Stewart	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Washington_&_Jefferson_College	John L. Stewart Clock Tower on the northwest corner of the McIlvane Hall at Washington & Jefferson College	John Leighton Stewart (August 12, 1876 - May 31, 1940) was a prominent American businessman and newspaper publisher of the Washington Observer and Washington Reporter newspapers in Washington, Pennsylvania. He was born in Bakerstown, Pennsylvania on August 12, 1876 to Reverend William G. and Jennie Wright Stewart. He graduated from Washington & Jefferson College in 1899 and attended Harvard Law School. He and Ernest F. Acheson owned the Washington Observer and the afternoon Washington Reporter newspapers in Washington, Pennsylvania, which eventually merged to form the Observer-Reporter. He was a trustee of Washington & Jefferson College and of the Washington Female Seminary. He was a trustee of The Washington Hospital. He founded the Pennsylvania Newspaper Publishers Association. He died on May 31, 1940. His wife, Margaretta Donnan Stewart, took over control of the Observer-Reporter. The John L. Stewart Clock Tower on the northwest corner of the McIlvane Hall at Washington & Jefferson College is named in his honor. Before McIlvane Hall was demolished in 2008, the clock chimed to note the hour.	
Equal	Abstract	In Sentence	Pronoun-Obj		Bandung Institute of Technology	http://dbpedia.org/resource/Jero_Wacik	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Bandung_Institute_of_Technology	(**he=Jero Wacik**): He graduated with a degree in mechanical engineering from the Bandung Institute of Technology	Jero Wacik (born 24 April 1949) is an Indonesian politician from Singaraja, Bali. He served as Minister of Culture and Tourism since October 21, 2004 until October 18, 2011. He also served as Minister of Energy and Mineral Resources of Indonesia from October 19, 2011 to September 2, 2014 following his naming as a graft suspect by the Corruption Eradication Commission (KPK). He graduated with a degree in mechanical engineering from the Bandung Institute of Technology in 1974 and the University of Indonesia in 1983.As member of cabinet, he served as one of the highest positions within the Democratic Party.	
Contains	Abstract	In Sentence	Pronoun-Obj		The College of William & Mary	http://dbpedia.org/resource/Joe_J._Plumeri	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/College_of_William_&_Mary	(**he=Joe J. Plumeri**): he has made multimillion-dollar gifts to The College of William & Mary	Joseph J. "Joe" Plumeri II (born July 7, 1943, in Trenton, New Jersey) is vice chairman of the First Data Board of Directors. He was the chairman and CEO of Willis Group Holdings (Willis), a New York Stock Exchange-listed insurance broker, until July 2013. The company has 17,000 employees in 400 offices, located in 120 countries. As of June 2010, Willis had the third-highest insurance brokerage revenues in the world. Plumeri worked for Citigroup from 1968 to 2000. During that time he held the roles of President and Managing Partner of Shearson Lehman Brothers, President of Smith Barney, Vice Chairman of Travelers, Chairman and CEO of Primerica, and CEO of Citibank, North America. He was appointed Chairman and CEO of Willis in 2000. Plumeri is also the co-owner of the New York Yankees' Double-A minor league team affiliate, the Trenton Thunder. The team plays in Samuel J. Plumeri, Sr., Field, named after his father. In addition, he funded the construction of Plumeri Park, the stadium of the William & Mary Tribe baseball team. A philanthropist, he has made multimillion-dollar gifts to The College of William & Mary and the Make-a-Wish Foundation.	
Equal	Abstract	In Sentence	Pronoun-Obj		Columbia Law School	http://dbpedia.org/resource/Alan_Gerson	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Columbia_Law_School	(**he=Alan Gerson**): He graduated Phi Beta Kappa and magna cum laude from Columbia College of Columbia University (1979), and was a Harlan Fiske Stone Scholar from Columbia Law School	Alan Jay Gerson (born November 1, 1957) is a former Democratic Party member of the New York City Council, elected in 2001 to represent the 1st council district in Manhattan. Gerson lost the Democratic Primary to Margaret Chin on September 15, 2009. The district is located in Lower Manhattan and includes Tribeca, portions of the Lower East Side, Chinatown, Little Italy, Greenwich Village, and the Financial District. Gerson is a lifelong New York City resident and graduate of P.S. 41, I.S. 70, and Stuyvesant High School (1975). He graduated Phi Beta Kappa and magna cum laude from Columbia College of Columbia University (1979), and was a Harlan Fiske Stone Scholar from Columbia Law School. He was an aide to New York State Assembly Member William Passannante. Gerson practiced law with Kelley Drye & Warren for 18 years.	
Equal	Abstract	In Sentence	Sbj-Obj		Hacettepe University	http://dbpedia.org/resource/Semra_Sezer	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Hacettepe_University	Semra Sezer attended Faculty of Education at the Hacettepe University	Semra Sezer (née Kürümoğlu) (born August 17, 1944) is a school teacher by profession and was the First Lady of Turkey from May 16, 2000 until August 28, 2007 during the presidency of her husband Ahmet Necdet Sezer. She was born on August 17, 1944 in Yenimahalle, Ankara to the family of a bank officer, Kemal Kürümoğlu. She completed her secondary education in 1961 at the Yenimahalle High School in Ankara. She met her husband Ahmet Necdet Sezer during her student time at the Law School of Ankara University. The couple were engaged in 1963. She then left the Law School in her second year, and attended the Atatürk Teachers' School for Primary Education in Ankara to become a teacher. After the completion of her fiancé's military service, the couple married in 1964 and moved to Dicle town in Diyarbakır Province, where her husband was appointed as a judge. In 1966, she mothered their first child, a daughter named Zeynep. Later, the family moved to Yerköy in Yozgat Province due to Ahmet Necdet Sezer's next appointment. In Yerköy, the twins, daughter Ebru and son Levent, were born. In 1975, the family finally moved to Ankara, where they lived from then on. Following her service of more than 30 years, Semra Sezer attended Faculty of Education at the Hacettepe University graduating in 1996 with a bachelor's degree. She became grandmother through the birth of her oldest daughter Zeynep's baby in 1998. Semra Sezer served as a teacher for primary school in Dicle, Yerköy and Ankara until her retirement on January 28, 2000. Semra Sezer is known for her modest way of life adequate to her husband's. She did not color her gray hair, paint her nails or wear jewelry. During her time as the first lady, she also avoided the media. Once, she lined up for physical examination in the hospital that is not usual. Semra Sezer lives with her husband in Gölbaşı, Ankara.	
Equal	Abstract	In Sentence	Sbj-Obj		Indian Institute of Technology Kharagpur	http://dbpedia.org/resource/Arvind_Kejriwal	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Indian_Institute_of_Technology_Kharagpur	Kejriwal is a graduate of the Indian Institute of Technology Kharagpur	Arvind Kejriwal (born 16 August 1968) is an Indian politician who is the Chief Minister of Delhi since February 2015. He previously served as Chief Minister from December 2013 to February 2014, stepping down after 49 days. He is the national convener of the Aam Aadmi Party. His party won the 2015 Delhi Assembly elections with a majority, obtaining 67 out of 70 assembly seats. Kejriwal is a graduate of the Indian Institute of Technology Kharagpur, and worked in the Indian Revenue Service as a Joint Commissioner of the Income Tax Department in New Delhi. In 2006, Kejriwal was awarded the Ramon Magsaysay Award for Emergent Leadership recognising his involvement in the grassroots movement Parivartan using right-to-information legislation in a campaign against corruption. The same year, after resigning from the IRS, he donated his Magsaysay award money as a corpus fund to found the Public Cause Research Foundation, a non-governmental organisation (NGO). In 2012, he launched the Aam Aadmi Party, and the party won in the 2013 Delhi Legislative Assembly election. Following the election, he took office as the Chief Minister of Delhi on 28 December 2013. He resigned 49 days later, on 14 February 2014, stating he did so because of his minority government's inability to pass his proposed anti-corruption legislation due to a lack of support from other political parties. On 14 February 2015, he was sworn in as Chief Minister for a second term after his party's victory in the Delhi Assembly election.	
Equal	Abstract	In Sentence	Pronoun-Obj		Osaka University	http://dbpedia.org/resource/Wahid_Shams_Kolahi	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Osaka_University	(**he=Wahid Shams Kolahi**): He worked under Professor Bloss with the Institute of Physical Electronics, IPE, and later joined the Hamakawa Lab of the Graduate School of Electrical Engineering, Faculty of Engineering Science, Osaka University	Wahid Shams-Kolahi (Persian: وحید شمس کلاهی) is a scientist and an electrical engineer who is known for his research in photovoltaic related technologies. Dr. Shams-Kolahi was born in Arak, Iran in 1965. He obtained his undergraduate degree in Electrical Engineering at University of Stuttgart and joined the graduate school of electrical engineering/electrophysics, led by Professor Werner H. Bloss. He worked under Professor Bloss with the Institute of Physical Electronics, IPE, and later joined the Hamakawa Lab of the Graduate School of Electrical Engineering, Faculty of Engineering Science, Osaka University, Japan, where he obtained his Masters degree in 1994 and his Ph.D. in 1997. While at Hamakawa Lab, Wahid Shams-Kolahi conducted research on space made materials and their potential for applications such as the absorption layer of solar cells. The team at Hamakawa Lab led by Shams-Kolahi was chosen by the Spacelab Mission Endeavour project, a cooperation between NASA of the United States and the Japanese NASDA, to study the electrical and optical properties of SiAsTe amorphous- or chalcogenide semiconductors fabricated under microgravity in space as part of Endeavour mission STS-47. Wahid has initiated and conducted research in solid state electronics and the manufacture of thin-film solar cells such as amorphous silicon, CIGS and CdTe.	
Equal	Abstract	In Sentence	Pronoun-Obj		Seoul National University	http://dbpedia.org/resource/Yoon_Jeung-hyun	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Seoul_National_University	(**he=Yoon Jeung-hyun**): He was born in Masan, and graduated from Seoul National University	Yoon Jeung-hyun (born September 19, 1946) is a South Korean civil servant and politician. He was born in Masan, and graduated from Seoul National University. He became the Minister of Strategy and Finance on February 10, 2009.	
Equal	Abstract	In Sentence	Pronoun-Obj		Seoul National University	http://dbpedia.org/resource/Chung_Un-chan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Seoul_National_University	(**he=Chung Un-chan**): He was a professor of Seoul National University	Chung Un-chan (born March 21, 1947 in Gongju, South Chungcheong Province, South Korea) was the Prime Minister of South Korea (2009–2010). He was a professor of Seoul National University from 1978 to 2009, serving as the president of the university from July 2002 to July 2006 until he was designated to the Prime Minister. He acquired his Ph.D. in Economics from Princeton University.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of British Columbia	http://dbpedia.org/resource/Ann_Ireland	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_British_Columbia	(**she=Ann Ireland**): she studied at the University of British Columbia	Ann Ireland (born 1953) is a Canadian fiction author. Born in Toronto, Ontario, she studied at the University of British Columbia, from which she earned a BFA in creative writing in 1976. She is a past president of PEN Canada and is now the coordinator of the Writing Workshops Department at the Chang School of Continuing Education Ryerson University in Toronto. Her 1985 novel, A Certain Mr. Takahashi, was the basis for the 1991 feature film The Pianist.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of British Columbia	http://dbpedia.org/resource/Donald_Andrews	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_British_Columbia	(**he=Donald Andrews**): he received his B.A. in 1977 at the University of British Columbia	Donald Wilfrid Kao Andrews (born 1955) is a Canadian economist. He is the Tjalling Koopmans Professor of Economics at the Cowles Foundation, Yale University. Born in Vancouver, he received his B.A. in 1977 at the University of British Columbia, his M.A. in 1980 in statistics at the University of California, Berkeley, and his Ph.D. in economics in 1982 also from the University of California, Berkeley. His specialty is in econometrics and has published a large part of his work in the journal Econometrica. He is also affiliated with the Yale Department of Statistics.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Chicago Law School	http://dbpedia.org/resource/Bradley_M._Campbell	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Chicago_Law_School	Campbell earned his undergraduate degree from Amherst College in 1983 and was awarded a law degree from the University of Chicago Law School	Bradley McAllerton Campbell (born March 24, 1961) is an American attorney and political figure. He has served at senior levels in the United States Environmental Protection Agency and as commissioner of the New Jersey Department of Environmental Protection. He is currently the President of Conservation Law Foundation (CLF), an advocacy nonprofit that forges lasting solutions to the environmental challenges for the people of New England. Campbell was born in Northeast Philadelphia. His Lebanese family had adopted the surname "Campbell" as an American version of its family name Kamel and his father gave him the middle name "McAllerton" to make him sound as Americanized as possible. His father died when Bradley was eight years old, so he was raised by Jewish stepfathers and an uncle; he would say in jest that his "aspiration is to become ambassador-at-large in the Middle East". He attended the Friends' Central School and learned to sail during summers spent at the Echo Hill Outdoor School. Campbell earned his undergraduate degree from Amherst College in 1983 and was awarded a law degree from the University of Chicago Law School, where he was editor of the University of Chicago Law Review. After graduating he was a law clerk for United States Court of Appeals for the District of Columbia Circuit Judge Carl E. McGowan. He entered private practice as an attorney at the firm of Rogovin, Huge & Schiller, working on civil and criminal litigation, representing environmental organizations in the Chesapeake Bay watershed. Campbell served on the White House Council on Environmental Quality, overseeing executive office policy on issues including agricultural policy, brownfield land and Superfund sites. At the United States Department of Justice, he was lead counsel in the case Kelley v. EPA on lender liability which reaffirmed the obligation of polluters to cover the costs of cleaning up Superfund sites. In 1993, Campbell received the Arthur S. Flemming Award for distinguished government service, which is based on a national competition. He was also chosen that year to receive the John Marshall Award, the highest level of recognition granted by the Department of Justice. Campbell was nominated by President Clinton on December 15, 1999, to serve as the Regional Administrator of the U.S. Environmental Protection Agency's Middle Atlantic Region succeeding W. Michael McCabe, who had been named the EPA's Deputy Administrator. As regional administrator, in cooperation with governors and senior state officials, Campbell directed the implementation of federal environmental programs in the states of Delaware, Maryland, Pennsylvania, Virginia, West Virginia, and the District of Columbia. Campbell took office as head of the New Jersey Department of Environmental Protection in January 2002, having been nominated to the post by Governor Jim McGreevey. In October 2004 Senator Anthony Bucco of Morris County invoked senatorial courtesy to block four nominations to the Highlands Commission. Bucco sought to register his concern about how the Highlands Water Protection and Planning Act would limit development in the New Jersey Highlands, and dropped his block after Campbell met with Bucco, Senator Guy R. Gregg and the mayors of several municipalities in Morris County, with Bucco saying "All I wanted was my day in court". After his appointment to head the New Jersey Department of Environmental Protection, Campbell moved to Lambertville, New Jersey, where he lives with his wife, artist Katherine Hackl. Since resigning as Commissioner of the New Jersey Department of Environmental Protection in 2006, he has worked as an attorney and consultant specializing in issues related to the environment, energy, entrepreneurship, and science. Campbell became President of the Conservation Law Foundation on September 8, 2015.	
Equal	Abstract	In Paragraph	Sbj-Obj		University of Iceland	http://dbpedia.org/resource/Björn_Bjarnason	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Iceland	Björn.) Björn Bjarnason (born 14 November 1944) is an Icelandic politician. His father was Bjarni Benediktsson, Prime Minister of Iceland, Minister of Justice and Ecclesiastical Affairs and Mayor of Reykjavík. Matriculating from Reykjavík Junior College in 1964 and graduating in Law (cand. jur.) from the University of Iceland	(This is an Icelandic name. The last name is a patronymic, not a family name; this person is properly referred to by the given name Björn.) Björn Bjarnason (born 14 November 1944) is an Icelandic politician. His father was Bjarni Benediktsson, Prime Minister of Iceland, Minister of Justice and Ecclesiastical Affairs and Mayor of Reykjavík. Matriculating from Reykjavík Junior College in 1964 and graduating in Law (cand. jur.) from the University of Iceland in 1971, Björn was active in student politics and after graduation worked as a publishing director of Almenna bókafélagið from 1971 to 1974. As foreign news editor he worked at daily Vísir in 1974, as Deputy Secretary General in the Prime Minister's office from 1974 to 1975. Björn also served in the Icelandic Coast Guard in the 1960s. Björn worked in the Prime Minister's Office from 1975 to 1979, as a journalist on Icelandic daily Morgunblaðið from 1979 to 1984 and as deputy editor of Morgunblaðið from 1984 to 1991. Björn attended the Bilderberg Group conference 11 times (in 1982, 1983, 1984, 1985, 1988, 1989, 1990, 1991, 1992, 1993 and 1995). Björn was elected to the Althing in 1991 for the Independence Party, for the constituency of Reykjavík. On 23 April 1995 he became Minister for Education, serving until 2002. In 2002, he led the unsuccessful attempt of the Independence Party to win elections to Reykjavík city council. From 2003 to 2009, he was the Minister for Justice and Ecclesiastical Affairs. He is also the first Icelandic politician to keep his own website, which he started on 19 February 1995 and thus makes him one of the Internet's earliest bloggers.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Indonesia	http://dbpedia.org/resource/Jero_Wacik	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Indonesia	(**he=Jero Wacik**): He graduated with a degree in mechanical engineering from the Bandung Institute of Technology in 1974 and the University of Indonesia	Jero Wacik (born 24 April 1949) is an Indonesian politician from Singaraja, Bali. He served as Minister of Culture and Tourism since October 21, 2004 until October 18, 2011. He also served as Minister of Energy and Mineral Resources of Indonesia from October 19, 2011 to September 2, 2014 following his naming as a graft suspect by the Corruption Eradication Commission (KPK). He graduated with a degree in mechanical engineering from the Bandung Institute of Technology in 1974 and the University of Indonesia in 1983.As member of cabinet, he served as one of the highest positions within the Democratic Party.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Pittsburgh	http://dbpedia.org/resource/Thomas_Terputac	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Pittsburgh	(**he=Thomas Terputac**): He attended University of Pittsburgh	Thomas J. Terputac died Thursday, June 26, 2014. He was a former judge of the Courts of Common Pleas in Washington County, Pennsylvania. He attended University of Pittsburgh, graduating in 1953. He became judge in 1979. In June 2004, he was honored by the Pennsylvania Bar Association with their "50-year Member Award." In 2007, he received the "Clarity Award" from the Pennsylvania Bar Association’s Plain English Committee for "the use of clear writing by legal professionals," awarded in part for his authorship of a book on legal writing. He took senior status at the age of 70, with his seat on the bench filled by Paul Pozonsky. In 2007, he retired from the court after 28 years as a judge.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Tennessee at Chattanooga	http://dbpedia.org/resource/Laurel_Snyder	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Tennessee_at_Chattanooga	Snyder was born in Baltimore, Maryland, and holds degrees from the University of Tennessee at Chattanooga	Laurel Snyder is an American poet and writer of children's books, including novels and picture books. She has also edited a number of literary journals and is a commentator for NPR's All Things Considered. Snyder was born in Baltimore, Maryland, and holds degrees from the University of Tennessee at Chattanooga and the Iowa Writers' Workshop at the University of Iowa. She lives in Atlanta, Georgia, with her husband and children.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Zagreb	http://dbpedia.org/resource/Radovan_Fuchs	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Zagreb	Fuchs graduated in 1979 from the Veterinary Faculty at the University of Zagreb	Radovan Fuchs (born 5 September 1953) is a Croatian scientist and former Minister of Science, Education and Sport. Fuchs paternal grandfather, Hinko, was a grain merchant who emigrated to Croatia from Germany, while his paternal grandmother, Eugenia, was from Hungary. The couple settled in Croatian region of Slavonia. His maternal grandparents were from Vela Luka. Fuchs is of Jewish descent. His father converted to Catholicism, and Christmas and other Catholic holidays were always celebrated in the Fuchs household. He is a relative, on his father side, of Croatian composer Vatroslav Lisinski. Fuchs graduated in 1979 from the Veterinary Faculty at the University of Zagreb. He received his master's degree in 1984 in the field of biomedicine. Fuchs obtained his Ph.D. diploma in 1988 on the biomedical center at Uppsala University in Sweden. Dissertation which he defended was from the field of toxicology and pharmacology.	
Equal	Abstract	In Sentence	Pronoun-Obj		American Academy of Dramatic Arts	http://dbpedia.org/resource/Tara_Buck	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/American_Academy_of_Dramatic_Arts	(**she=Tara Buck**): She attended Wood River High School in Hailey Idaho and the American Academy of Dramatic Arts	Tara L. Buck (born in Hailey Idaho) is an American actress. She attended Wood River High School in Hailey Idaho and the American Academy of Dramatic Arts.	
Equal	Abstract	In Sentence	Pronoun-Obj		New York University	http://dbpedia.org/resource/Keith_Kloor	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/New_York_University	(**he=Keith Kloor**): He teaches magazine article writing for the Arthur L. Carter journalism institute at New York University	Keith Kloor is a freelance writer who lives in Brooklyn New York City. He teaches magazine article writing for the Arthur L. Carter journalism institute at New York University, as well as Urban Environmental Reporting at the CUNY Graduate School of Journalism and is a former fellow of the Center for Environmental Journalism.	
